video_path,label_name,subject,cam,dataset,split_group,window_start,window_end,target_frame,obs_len,k_frames,target_fps,sample_interval,y,fall_start_frame
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/06.mp4,sit_down,3,1,GMDCSA24,GMDCSA24:3,6,22,22,16,10,10,2.9847742974042526,0,51
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/06.mp4,sit_down,3,1,GMDCSA24,GMDCSA24:3,8,24,24,16,10,10,2.9847742974042526,0,51
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/06.mp4,sit_down,3,1,GMDCSA24,GMDCSA24:3,10,26,26,16,10,10,2.9847742974042526,0,51
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/06.mp4,sit_down,3,1,GMDCSA24,GMDCSA24:3,12,28,28,16,10,10,2.9847742974042526,0,51
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/06.mp4,sit_down,3,1,GMDCSA24,GMDCSA24:3,14,30,30,16,10,10,2.9847742974042526,0,51
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/06.mp4,sit_down,3,1,GMDCSA24,GMDCSA24:3,16,32,32,16,10,10,2.9847742974042526,0,51
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/06.mp4,sit_down,3,1,GMDCSA24,GMDCSA24:3,18,34,34,16,10,10,2.9847742974042526,0,51
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/06.mp4,sit_down,3,1,GMDCSA24,GMDCSA24:3,20,36,36,16,10,10,2.9847742974042526,0,51
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/06.mp4,sit_down,3,1,GMDCSA24,GMDCSA24:3,22,38,38,16,10,10,2.9847742974042526,0,51
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/06.mp4,sit_down,3,1,GMDCSA24,GMDCSA24:3,24,40,40,16,10,10,2.9847742974042526,0,51
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/21.mp4,sitting,3,1,GMDCSA24,GMDCSA24:3,0,16,16,16,10,10,2.982826741775222,0,55
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/21.mp4,sitting,3,1,GMDCSA24,GMDCSA24:3,2,18,18,16,10,10,2.982826741775222,0,55
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/21.mp4,sitting,3,1,GMDCSA24,GMDCSA24:3,4,20,20,16,10,10,2.982826741775222,0,55
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/21.mp4,sitting,3,1,GMDCSA24,GMDCSA24:3,6,22,22,16,10,10,2.982826741775222,0,55
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/21.mp4,sitting,3,1,GMDCSA24,GMDCSA24:3,8,24,24,16,10,10,2.982826741775222,0,55
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/21.mp4,sitting,3,1,GMDCSA24,GMDCSA24:3,10,26,26,16,10,10,2.982826741775222,0,55
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/21.mp4,sitting,3,1,GMDCSA24,GMDCSA24:3,12,28,28,16,10,10,2.982826741775222,0,55
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/21.mp4,sitting,3,1,GMDCSA24,GMDCSA24:3,14,30,30,16,10,10,2.982826741775222,0,55
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/21.mp4,sitting,3,1,GMDCSA24,GMDCSA24:3,16,32,32,16,10,10,2.982826741775222,0,55
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/21.mp4,sitting,3,1,GMDCSA24,GMDCSA24:3,18,34,34,16,10,10,2.982826741775222,0,55
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/21.mp4,sitting,3,1,GMDCSA24,GMDCSA24:3,20,36,36,16,10,10,2.982826741775222,0,55
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/21.mp4,sitting,3,1,GMDCSA24,GMDCSA24:3,22,38,38,16,10,10,2.982826741775222,0,55
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/21.mp4,sitting,3,1,GMDCSA24,GMDCSA24:3,24,40,40,16,10,10,2.982826741775222,0,55
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/21.mp4,sitting,3,1,GMDCSA24,GMDCSA24:3,26,42,42,16,10,10,2.982826741775222,0,55
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/21.mp4,sitting,3,1,GMDCSA24,GMDCSA24:3,28,44,44,16,10,10,2.982826741775222,0,55
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/14.mp4,sitting,3,1,GMDCSA24,GMDCSA24:3,8,24,24,16,10,10,1.5001748324052804,0,61
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/14.mp4,sitting,3,1,GMDCSA24,GMDCSA24:3,10,26,26,16,10,10,1.5001748324052804,0,61
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/14.mp4,sitting,3,1,GMDCSA24,GMDCSA24:3,12,28,28,16,10,10,1.5001748324052804,0,61
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/14.mp4,sitting,3,1,GMDCSA24,GMDCSA24:3,14,30,30,16,10,10,1.5001748324052804,0,61
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/14.mp4,sitting,3,1,GMDCSA24,GMDCSA24:3,16,32,32,16,10,10,1.5001748324052804,0,61
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/14.mp4,sitting,3,1,GMDCSA24,GMDCSA24:3,18,34,34,16,10,10,1.5001748324052804,0,61
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/14.mp4,sitting,3,1,GMDCSA24,GMDCSA24:3,20,36,36,16,10,10,1.5001748324052804,0,61
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/14.mp4,sitting,3,1,GMDCSA24,GMDCSA24:3,22,38,38,16,10,10,1.5001748324052804,0,61
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/14.mp4,sitting,3,1,GMDCSA24,GMDCSA24:3,24,40,40,16,10,10,1.5001748324052804,0,61
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/14.mp4,sitting,3,1,GMDCSA24,GMDCSA24:3,26,42,42,16,10,10,1.5001748324052804,0,61
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/14.mp4,sitting,3,1,GMDCSA24,GMDCSA24:3,28,44,44,16,10,10,1.5001748324052804,0,61
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/14.mp4,sitting,3,1,GMDCSA24,GMDCSA24:3,30,46,46,16,10,10,1.5001748324052804,0,61
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/14.mp4,sitting,3,1,GMDCSA24,GMDCSA24:3,32,48,48,16,10,10,1.5001748324052804,0,61
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/14.mp4,sitting,3,1,GMDCSA24,GMDCSA24:3,34,50,50,16,10,10,1.5001748324052804,0,61
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/09.mp4,standing,3,1,GMDCSA24,GMDCSA24:3,0,16,16,16,10,10,2.9835518842244695,0,62
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/09.mp4,standing,3,1,GMDCSA24,GMDCSA24:3,2,18,18,16,10,10,2.9835518842244695,0,62
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/09.mp4,standing,3,1,GMDCSA24,GMDCSA24:3,4,20,20,16,10,10,2.9835518842244695,0,62
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/09.mp4,standing,3,1,GMDCSA24,GMDCSA24:3,6,22,22,16,10,10,2.9835518842244695,0,62
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/09.mp4,standing,3,1,GMDCSA24,GMDCSA24:3,8,24,24,16,10,10,2.9835518842244695,0,62
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/09.mp4,standing,3,1,GMDCSA24,GMDCSA24:3,10,26,26,16,10,10,2.9835518842244695,0,62
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/09.mp4,standing,3,1,GMDCSA24,GMDCSA24:3,12,28,28,16,10,10,2.9835518842244695,0,62
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/09.mp4,standing,3,1,GMDCSA24,GMDCSA24:3,14,30,30,16,10,10,2.9835518842244695,0,62
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/09.mp4,standing,3,1,GMDCSA24,GMDCSA24:3,16,32,32,16,10,10,2.9835518842244695,0,62
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/09.mp4,standing,3,1,GMDCSA24,GMDCSA24:3,18,34,34,16,10,10,2.9835518842244695,0,62
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/09.mp4,standing,3,1,GMDCSA24,GMDCSA24:3,20,36,36,16,10,10,2.9835518842244695,0,62
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/09.mp4,standing,3,1,GMDCSA24,GMDCSA24:3,22,38,38,16,10,10,2.9835518842244695,0,62
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/09.mp4,standing,3,1,GMDCSA24,GMDCSA24:3,24,40,40,16,10,10,2.9835518842244695,0,62
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/09.mp4,standing,3,1,GMDCSA24,GMDCSA24:3,26,42,42,16,10,10,2.9835518842244695,0,62
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/09.mp4,standing,3,1,GMDCSA24,GMDCSA24:3,28,44,44,16,10,10,2.9835518842244695,0,62
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/09.mp4,standing,3,1,GMDCSA24,GMDCSA24:3,30,46,46,16,10,10,2.9835518842244695,0,62
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/09.mp4,standing,3,1,GMDCSA24,GMDCSA24:3,32,48,48,16,10,10,2.9835518842244695,0,62
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/09.mp4,standing,3,1,GMDCSA24,GMDCSA24:3,34,50,50,16,10,10,2.9835518842244695,0,62
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/09.mp4,standing,3,1,GMDCSA24,GMDCSA24:3,36,52,52,16,10,10,2.9835518842244695,0,62
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/12.mp4,stand_up,3,1,GMDCSA24,GMDCSA24:3,4,20,20,16,10,10,1.499063085571518,0,62
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/12.mp4,stand_up,3,1,GMDCSA24,GMDCSA24:3,6,22,22,16,10,10,1.499063085571518,0,62
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/12.mp4,stand_up,3,1,GMDCSA24,GMDCSA24:3,8,24,24,16,10,10,1.499063085571518,0,62
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/12.mp4,stand_up,3,1,GMDCSA24,GMDCSA24:3,10,26,26,16,10,10,1.499063085571518,0,62
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/12.mp4,stand_up,3,1,GMDCSA24,GMDCSA24:3,12,28,28,16,10,10,1.499063085571518,0,62
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/12.mp4,stand_up,3,1,GMDCSA24,GMDCSA24:3,14,30,30,16,10,10,1.499063085571518,0,62
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/12.mp4,stand_up,3,1,GMDCSA24,GMDCSA24:3,16,32,32,16,10,10,1.499063085571518,0,62
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/12.mp4,stand_up,3,1,GMDCSA24,GMDCSA24:3,18,34,34,16,10,10,1.499063085571518,0,62
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/12.mp4,stand_up,3,1,GMDCSA24,GMDCSA24:3,20,36,36,16,10,10,1.499063085571518,0,62
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/12.mp4,stand_up,3,1,GMDCSA24,GMDCSA24:3,22,38,38,16,10,10,1.499063085571518,0,62
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/12.mp4,stand_up,3,1,GMDCSA24,GMDCSA24:3,24,40,40,16,10,10,1.499063085571518,0,62
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/12.mp4,stand_up,3,1,GMDCSA24,GMDCSA24:3,26,42,42,16,10,10,1.499063085571518,0,62
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/12.mp4,stand_up,3,1,GMDCSA24,GMDCSA24:3,28,44,44,16,10,10,1.499063085571518,0,62
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/12.mp4,stand_up,3,1,GMDCSA24,GMDCSA24:3,30,46,46,16,10,10,1.499063085571518,0,62
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/12.mp4,stand_up,3,1,GMDCSA24,GMDCSA24:3,32,48,48,16,10,10,1.499063085571518,0,62
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/12.mp4,stand_up,3,1,GMDCSA24,GMDCSA24:3,34,50,50,16,10,10,1.499063085571518,0,62
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/12.mp4,stand_up,3,1,GMDCSA24,GMDCSA24:3,36,52,52,16,10,10,1.499063085571518,0,62
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/18.mp4,sitting,3,1,GMDCSA24,GMDCSA24:3,26,42,42,16,10,10,1.50160050832624,0,62
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/18.mp4,sitting,3,1,GMDCSA24,GMDCSA24:3,28,44,44,16,10,10,1.50160050832624,0,62
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/18.mp4,sitting,3,1,GMDCSA24,GMDCSA24:3,30,46,46,16,10,10,1.50160050832624,0,62
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/18.mp4,sitting,3,1,GMDCSA24,GMDCSA24:3,32,48,48,16,10,10,1.50160050832624,0,62
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/18.mp4,sitting,3,1,GMDCSA24,GMDCSA24:3,34,50,50,16,10,10,1.50160050832624,0,62
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/18.mp4,sitting,3,1,GMDCSA24,GMDCSA24:3,36,52,52,16,10,10,1.50160050832624,0,62
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/03.mp4,stand_up,3,1,GMDCSA24,GMDCSA24:3,24,40,40,16,10,10,2.9833396606115175,0,71
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/03.mp4,stand_up,3,1,GMDCSA24,GMDCSA24:3,26,42,42,16,10,10,2.9833396606115175,0,71
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/03.mp4,stand_up,3,1,GMDCSA24,GMDCSA24:3,28,44,44,16,10,10,2.9833396606115175,0,71
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/03.mp4,stand_up,3,1,GMDCSA24,GMDCSA24:3,30,46,46,16,10,10,2.9833396606115175,0,71
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/03.mp4,stand_up,3,1,GMDCSA24,GMDCSA24:3,32,48,48,16,10,10,2.9833396606115175,0,71
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/03.mp4,stand_up,3,1,GMDCSA24,GMDCSA24:3,34,50,50,16,10,10,2.9833396606115175,0,71
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/03.mp4,stand_up,3,1,GMDCSA24,GMDCSA24:3,36,52,52,16,10,10,2.9833396606115175,0,71
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/03.mp4,stand_up,3,1,GMDCSA24,GMDCSA24:3,38,54,54,16,10,10,2.9833396606115175,0,71
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/03.mp4,stand_up,3,1,GMDCSA24,GMDCSA24:3,40,56,56,16,10,10,2.9833396606115175,0,71
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/03.mp4,stand_up,3,1,GMDCSA24,GMDCSA24:3,42,58,58,16,10,10,2.9833396606115175,0,71
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/03.mp4,stand_up,3,1,GMDCSA24,GMDCSA24:3,44,60,60,16,10,10,2.9833396606115175,0,71
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/04.mp4,walk,3,1,GMDCSA24,GMDCSA24:3,20,36,36,16,10,10,2.985223145430121,0,71
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/04.mp4,walk,3,1,GMDCSA24,GMDCSA24:3,22,38,38,16,10,10,2.985223145430121,0,71
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/04.mp4,walk,3,1,GMDCSA24,GMDCSA24:3,24,40,40,16,10,10,2.985223145430121,0,71
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/04.mp4,walk,3,1,GMDCSA24,GMDCSA24:3,26,42,42,16,10,10,2.985223145430121,0,71
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/04.mp4,walk,3,1,GMDCSA24,GMDCSA24:3,28,44,44,16,10,10,2.985223145430121,0,71
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/04.mp4,walk,3,1,GMDCSA24,GMDCSA24:3,30,46,46,16,10,10,2.985223145430121,0,71
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/04.mp4,walk,3,1,GMDCSA24,GMDCSA24:3,32,48,48,16,10,10,2.985223145430121,0,71
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/04.mp4,walk,3,1,GMDCSA24,GMDCSA24:3,34,50,50,16,10,10,2.985223145430121,0,71
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/04.mp4,walk,3,1,GMDCSA24,GMDCSA24:3,36,52,52,16,10,10,2.985223145430121,0,71
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/04.mp4,walk,3,1,GMDCSA24,GMDCSA24:3,38,54,54,16,10,10,2.985223145430121,0,71
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/04.mp4,walk,3,1,GMDCSA24,GMDCSA24:3,40,56,56,16,10,10,2.985223145430121,0,71
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/04.mp4,walk,3,1,GMDCSA24,GMDCSA24:3,42,58,58,16,10,10,2.985223145430121,0,71
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/04.mp4,walk,3,1,GMDCSA24,GMDCSA24:3,44,60,60,16,10,10,2.985223145430121,0,71
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/06.mp4,sitting,3,1,GMDCSA24,GMDCSA24:3,26,42,42,16,10,10,2.9847742974042526,0,71
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/06.mp4,sitting,3,1,GMDCSA24,GMDCSA24:3,28,44,44,16,10,10,2.9847742974042526,0,71
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/06.mp4,sitting,3,1,GMDCSA24,GMDCSA24:3,30,46,46,16,10,10,2.9847742974042526,0,71
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/06.mp4,sitting,3,1,GMDCSA24,GMDCSA24:3,32,48,48,16,10,10,2.9847742974042526,0,71
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/06.mp4,sitting,3,1,GMDCSA24,GMDCSA24:3,34,50,50,16,10,10,2.9847742974042526,0,71
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/06.mp4,sitting,3,1,GMDCSA24,GMDCSA24:3,36,52,52,16,10,10,2.9847742974042526,0,71
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/06.mp4,sitting,3,1,GMDCSA24,GMDCSA24:3,38,54,54,16,10,10,2.9847742974042526,0,71
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/06.mp4,sitting,3,1,GMDCSA24,GMDCSA24:3,40,56,56,16,10,10,2.9847742974042526,0,71
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/06.mp4,sitting,3,1,GMDCSA24,GMDCSA24:3,42,58,58,16,10,10,2.9847742974042526,0,71
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/06.mp4,sitting,3,1,GMDCSA24,GMDCSA24:3,44,60,60,16,10,10,2.9847742974042526,0,71
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/21.mp4,other,3,1,GMDCSA24,GMDCSA24:3,30,46,46,16,10,10,2.982826741775222,0,76
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/21.mp4,other,3,1,GMDCSA24,GMDCSA24:3,32,48,48,16,10,10,2.982826741775222,0,76
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/21.mp4,other,3,1,GMDCSA24,GMDCSA24:3,34,50,50,16,10,10,2.982826741775222,0,76
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/21.mp4,other,3,1,GMDCSA24,GMDCSA24:3,36,52,52,16,10,10,2.982826741775222,0,76
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/21.mp4,other,3,1,GMDCSA24,GMDCSA24:3,38,54,54,16,10,10,2.982826741775222,0,76
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/21.mp4,other,3,1,GMDCSA24,GMDCSA24:3,40,56,56,16,10,10,2.982826741775222,0,76
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/21.mp4,other,3,1,GMDCSA24,GMDCSA24:3,42,58,58,16,10,10,2.982826741775222,0,76
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/21.mp4,other,3,1,GMDCSA24,GMDCSA24:3,44,60,60,16,10,10,2.982826741775222,0,76
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/21.mp4,other,3,1,GMDCSA24,GMDCSA24:3,46,62,62,16,10,10,2.982826741775222,0,76
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/21.mp4,other,3,1,GMDCSA24,GMDCSA24:3,48,64,64,16,10,10,2.982826741775222,0,76
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/21.mp4,other,3,1,GMDCSA24,GMDCSA24:3,50,66,66,16,10,10,2.982826741775222,0,76
/data/final_project_dataset/GMDCSA24/Subject 3/Fall/14.mp4,fall,3,1,GMDCSA24,GMDCSA24:3,22,38,38,16,10,10,2.98238200494084,0,81
/data/final_project_dataset/GMDCSA24/Subject 3/Fall/14.mp4,fall,3,1,GMDCSA24,GMDCSA24:3,24,40,40,16,10,10,2.98238200494084,0,81
/data/final_project_dataset/GMDCSA24/Subject 3/Fall/14.mp4,fall,3,1,GMDCSA24,GMDCSA24:3,26,42,42,16,10,10,2.98238200494084,0,81
/data/final_project_dataset/GMDCSA24/Subject 3/Fall/14.mp4,fall,3,1,GMDCSA24,GMDCSA24:3,28,44,44,16,10,10,2.98238200494084,0,81
/data/final_project_dataset/GMDCSA24/Subject 3/Fall/14.mp4,fall,3,1,GMDCSA24,GMDCSA24:3,30,46,46,16,10,10,2.98238200494084,0,81
/data/final_project_dataset/GMDCSA24/Subject 3/Fall/14.mp4,fall,3,1,GMDCSA24,GMDCSA24:3,32,48,48,16,10,10,2.98238200494084,0,81
/data/final_project_dataset/GMDCSA24/Subject 3/Fall/14.mp4,fall,3,1,GMDCSA24,GMDCSA24:3,34,50,50,16,10,10,2.98238200494084,0,81
/data/final_project_dataset/GMDCSA24/Subject 3/Fall/14.mp4,fall,3,1,GMDCSA24,GMDCSA24:3,36,52,52,16,10,10,2.98238200494084,0,81
/data/final_project_dataset/GMDCSA24/Subject 3/Fall/14.mp4,fall,3,1,GMDCSA24,GMDCSA24:3,38,54,54,16,10,10,2.98238200494084,0,81
/data/final_project_dataset/GMDCSA24/Subject 3/Fall/14.mp4,fall,3,1,GMDCSA24,GMDCSA24:3,40,56,56,16,10,10,2.98238200494084,0,81
/data/final_project_dataset/GMDCSA24/Subject 3/Fall/14.mp4,fall,3,1,GMDCSA24,GMDCSA24:3,42,58,58,16,10,10,2.98238200494084,0,81
/data/final_project_dataset/GMDCSA24/Subject 3/Fall/14.mp4,fall,3,1,GMDCSA24,GMDCSA24:3,44,60,60,16,10,10,2.98238200494084,0,81
/data/final_project_dataset/GMDCSA24/Subject 3/Fall/14.mp4,fall,3,1,GMDCSA24,GMDCSA24:3,46,62,62,16,10,10,2.98238200494084,0,81
/data/final_project_dataset/GMDCSA24/Subject 3/Fall/14.mp4,fall,3,1,GMDCSA24,GMDCSA24:3,48,64,64,16,10,10,2.98238200494084,0,81
/data/final_project_dataset/GMDCSA24/Subject 3/Fall/14.mp4,fall,3,1,GMDCSA24,GMDCSA24:3,50,66,66,16,10,10,2.98238200494084,0,81
/data/final_project_dataset/GMDCSA24/Subject 3/Fall/14.mp4,fall,3,1,GMDCSA24,GMDCSA24:3,52,68,68,16,10,10,2.98238200494084,0,81
/data/final_project_dataset/GMDCSA24/Subject 3/Fall/14.mp4,fall,3,1,GMDCSA24,GMDCSA24:3,54,70,70,16,10,10,2.98238200494084,0,81
/data/final_project_dataset/GMDCSA24/Subject 3/Fall/14.mp4,fall,3,1,GMDCSA24,GMDCSA24:3,56,72,72,16,10,10,2.98238200494084,1,81
/data/final_project_dataset/GMDCSA24/Subject 3/Fall/14.mp4,fall,3,1,GMDCSA24,GMDCSA24:3,58,74,74,16,10,10,2.98238200494084,1,81
/data/final_project_dataset/GMDCSA24/Subject 3/Fall/14.mp4,fall,3,1,GMDCSA24,GMDCSA24:3,60,76,76,16,10,10,2.98238200494084,1,81
/data/final_project_dataset/GMDCSA24/Subject 3/Fall/14.mp4,fall,3,1,GMDCSA24,GMDCSA24:3,62,78,78,16,10,10,2.98238200494084,1,81
/data/final_project_dataset/GMDCSA24/Subject 3/Fall/14.mp4,fall,3,1,GMDCSA24,GMDCSA24:3,64,80,80,16,10,10,2.98238200494084,1,81
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/03.mp4,walk,3,1,GMDCSA24,GMDCSA24:3,46,62,62,16,10,10,2.9833396606115175,0,85
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/03.mp4,walk,3,1,GMDCSA24,GMDCSA24:3,48,64,64,16,10,10,2.9833396606115175,0,85
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/03.mp4,walk,3,1,GMDCSA24,GMDCSA24:3,50,66,66,16,10,10,2.9833396606115175,0,85
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/03.mp4,walk,3,1,GMDCSA24,GMDCSA24:3,52,68,68,16,10,10,2.9833396606115175,0,85
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/03.mp4,walk,3,1,GMDCSA24,GMDCSA24:3,54,70,70,16,10,10,2.9833396606115175,0,85
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/03.mp4,walk,3,1,GMDCSA24,GMDCSA24:3,56,72,72,16,10,10,2.9833396606115175,0,85
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/03.mp4,walk,3,1,GMDCSA24,GMDCSA24:3,58,74,74,16,10,10,2.9833396606115175,0,85
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/04.mp4,sit_down,3,1,GMDCSA24,GMDCSA24:3,46,62,62,16,10,10,2.985223145430121,0,90
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/04.mp4,sit_down,3,1,GMDCSA24,GMDCSA24:3,48,64,64,16,10,10,2.985223145430121,0,90
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/04.mp4,sit_down,3,1,GMDCSA24,GMDCSA24:3,50,66,66,16,10,10,2.985223145430121,0,90
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/04.mp4,sit_down,3,1,GMDCSA24,GMDCSA24:3,52,68,68,16,10,10,2.985223145430121,0,90
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/04.mp4,sit_down,3,1,GMDCSA24,GMDCSA24:3,54,70,70,16,10,10,2.985223145430121,0,90
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/04.mp4,sit_down,3,1,GMDCSA24,GMDCSA24:3,56,72,72,16,10,10,2.985223145430121,0,90
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/04.mp4,sit_down,3,1,GMDCSA24,GMDCSA24:3,58,74,74,16,10,10,2.985223145430121,0,90
/data/final_project_dataset/GMDCSA24/Subject 3/ADL/04.mp4,sit_down,3,1,GMDCSA24,GMDCSA24:3,60,76,76,16,10,10,2.985223145430121,0,90
