video_path,label_name,subject,cam,dataset,split_group,window_start,window_end,target_frame,obs_len,k_frames,target_fps,sample_interval,y,fall_start_frame,vjepa_feature_path,vjepa_model_name,vjepa_latent_dim,vjepa_observed_tokens,vjepa_future_tokens,split
/data/final_project_dataset/OOPs/AChristmasMiracle-FailsYouMissed21December2017_FailArmy38.mp4,standing,falls/AChristmasMiracle-FailsYouMissed21December2017_FailArmy38,-1,OOPs,OOPs:falls/AChristmasMiracle-FailsYouMissed21December2017_FailArmy38,24,40,40,16,10,10,2.398,0,60,/data/final_project_dataset/vjepa_latents_oops/window_latents/92e4dc18847199d1.npz,,,,,val
/data/final_project_dataset/OOPs/AChristmasMiracle-FailsYouMissed21December2017_FailArmy38.mp4,standing,falls/AChristmasMiracle-FailsYouMissed21December2017_FailArmy38,-1,OOPs,OOPs:falls/AChristmasMiracle-FailsYouMissed21December2017_FailArmy38,26,42,42,16,10,10,2.398,0,60,/data/final_project_dataset/vjepa_latents_oops/window_latents/8057b9869e9b99ab.npz,,,,,val
/data/final_project_dataset/OOPs/AChristmasMiracle-FailsYouMissed21December2017_FailArmy38.mp4,standing,falls/AChristmasMiracle-FailsYouMissed21December2017_FailArmy38,-1,OOPs,OOPs:falls/AChristmasMiracle-FailsYouMissed21December2017_FailArmy38,30,46,46,16,10,10,2.398,0,60,/data/final_project_dataset/vjepa_latents_oops/window_latents/ff8621a310c34e42.npz,,,,,val
/data/final_project_dataset/OOPs/AChristmasMiracle-FailsYouMissed21December2017_FailArmy38.mp4,fall,falls/AChristmasMiracle-FailsYouMissed21December2017_FailArmy38,-1,OOPs,OOPs:falls/AChristmasMiracle-FailsYouMissed21December2017_FailArmy38,56,72,72,16,10,10,2.398,1,82,/data/final_project_dataset/vjepa_latents_oops/window_latents/02cd376fe124f563.npz,,,,,val
/data/final_project_dataset/OOPs/AChristmasMiracle-FailsYouMissed21December2017_FailArmy38.mp4,fall,falls/AChristmasMiracle-FailsYouMissed21December2017_FailArmy38,-1,OOPs,OOPs:falls/AChristmasMiracle-FailsYouMissed21December2017_FailArmy38,58,74,74,16,10,10,2.398,1,82,/data/final_project_dataset/vjepa_latents_oops/window_latents/d9774a9d067edb14.npz,,,,,val
/data/final_project_dataset/OOPs/AChristmasMiracle-FailsYouMissed21December2017_FailArmy38.mp4,fall,falls/AChristmasMiracle-FailsYouMissed21December2017_FailArmy38,-1,OOPs,OOPs:falls/AChristmasMiracle-FailsYouMissed21December2017_FailArmy38,60,76,76,16,10,10,2.398,1,82,/data/final_project_dataset/vjepa_latents_oops/window_latents/f52faaecd4d0446f.npz,,,,,val
/data/final_project_dataset/OOPs/AChristmasMiracle-FailsYouMissed21December2017_FailArmy38.mp4,fall,falls/AChristmasMiracle-FailsYouMissed21December2017_FailArmy38,-1,OOPs,OOPs:falls/AChristmasMiracle-FailsYouMissed21December2017_FailArmy38,62,78,78,16,10,10,2.398,1,82,/data/final_project_dataset/vjepa_latents_oops/window_latents/3b185e1e54660587.npz,,,,,val
/data/final_project_dataset/OOPs/AChristmasMiracle-FailsYouMissed21December2017_FailArmy38.mp4,fall,falls/AChristmasMiracle-FailsYouMissed21December2017_FailArmy38,-1,OOPs,OOPs:falls/AChristmasMiracle-FailsYouMissed21December2017_FailArmy38,64,80,80,16,10,10,2.398,1,82,/data/final_project_dataset/vjepa_latents_oops/window_latents/3e865d4b4c3141fe.npz,,,,,val
/data/final_project_dataset/OOPs/AChristmasMiracle-FailsYouMissed21December2017_FailArmy41.mp4,other,falls/AChristmasMiracle-FailsYouMissed21December2017_FailArmy41,-1,OOPs,OOPs:falls/AChristmasMiracle-FailsYouMissed21December2017_FailArmy41,6,22,22,16,10,10,2.398,0,42,/data/final_project_dataset/vjepa_latents_oops/window_latents/402ca31154830785.npz,,,,,test
/data/final_project_dataset/OOPs/AChristmasMiracle-FailsYouMissed21December2017_FailArmy41.mp4,other,falls/AChristmasMiracle-FailsYouMissed21December2017_FailArmy41,-1,OOPs,OOPs:falls/AChristmasMiracle-FailsYouMissed21December2017_FailArmy41,16,32,32,16,10,10,2.398,0,42,/data/final_project_dataset/vjepa_latents_oops/window_latents/49293b4ad7a88a20.npz,,,,,test
/data/final_project_dataset/OOPs/AChristmasMiracle-FailsYouMissed21December2017_FailArmy41.mp4,fall,falls/AChristmasMiracle-FailsYouMissed21December2017_FailArmy41,-1,OOPs,OOPs:falls/AChristmasMiracle-FailsYouMissed21December2017_FailArmy41,18,34,34,16,10,10,2.398,0,50,/data/final_project_dataset/vjepa_latents_oops/window_latents/ecdbee25e925b037.npz,,,,,test
/data/final_project_dataset/OOPs/AChristmasMiracle-FailsYouMissed21December2017_FailArmy41.mp4,fall,falls/AChristmasMiracle-FailsYouMissed21December2017_FailArmy41,-1,OOPs,OOPs:falls/AChristmasMiracle-FailsYouMissed21December2017_FailArmy41,24,40,40,16,10,10,2.398,1,50,/data/final_project_dataset/vjepa_latents_oops/window_latents/c0fd685c60098031.npz,,,,,test
/data/final_project_dataset/OOPs/AChristmasMiracle-FailsYouMissed21December2017_FailArmy41.mp4,fall,falls/AChristmasMiracle-FailsYouMissed21December2017_FailArmy41,-1,OOPs,OOPs:falls/AChristmasMiracle-FailsYouMissed21December2017_FailArmy41,26,42,42,16,10,10,2.398,1,50,/data/final_project_dataset/vjepa_latents_oops/window_latents/158509862e29b814.npz,,,,,test
/data/final_project_dataset/OOPs/AChristmasMiracle-FailsYouMissed21December2017_FailArmy41.mp4,fall,falls/AChristmasMiracle-FailsYouMissed21December2017_FailArmy41,-1,OOPs,OOPs:falls/AChristmasMiracle-FailsYouMissed21December2017_FailArmy41,28,44,44,16,10,10,2.398,1,50,/data/final_project_dataset/vjepa_latents_oops/window_latents/fa36cd42cf305a88.npz,,,,,test
/data/final_project_dataset/OOPs/AChristmasMiracle-FailsYouMissed21December2017_FailArmy41.mp4,fall,falls/AChristmasMiracle-FailsYouMissed21December2017_FailArmy41,-1,OOPs,OOPs:falls/AChristmasMiracle-FailsYouMissed21December2017_FailArmy41,30,46,46,16,10,10,2.398,1,50,/data/final_project_dataset/vjepa_latents_oops/window_latents/1ba27e1799727297.npz,,,,,test
/data/final_project_dataset/OOPs/AChristmasMiracle-FailsYouMissed21December2017_FailArmy41.mp4,fall,falls/AChristmasMiracle-FailsYouMissed21December2017_FailArmy41,-1,OOPs,OOPs:falls/AChristmasMiracle-FailsYouMissed21December2017_FailArmy41,32,48,48,16,10,10,2.398,1,50,/data/final_project_dataset/vjepa_latents_oops/window_latents/16aeb62a4f19e146.npz,,,,,test
/data/final_project_dataset/OOPs/AChristmasMiracle-FailsYouMissed21December2017_FailArmy41.mp4,stand_up,falls/AChristmasMiracle-FailsYouMissed21December2017_FailArmy41,-1,OOPs,OOPs:falls/AChristmasMiracle-FailsYouMissed21December2017_FailArmy41,28,44,44,16,10,10,2.398,0,63,/data/final_project_dataset/vjepa_latents_oops/window_latents/dc7be7bac568dcff.npz,,,,,test
/data/final_project_dataset/OOPs/AChristmasMiracle-FailsYouMissed21December2017_FailArmy41.mp4,stand_up,falls/AChristmasMiracle-FailsYouMissed21December2017_FailArmy41,-1,OOPs,OOPs:falls/AChristmasMiracle-FailsYouMissed21December2017_FailArmy41,32,48,48,16,10,10,2.398,0,63,/data/final_project_dataset/vjepa_latents_oops/window_latents/132432f4d0c1f73e.npz,,,,,test
/data/final_project_dataset/OOPs/AChristmasMiracle-FailsYouMissed21December2017_FailArmy80.mp4,fall,falls/AChristmasMiracle-FailsYouMissed21December2017_FailArmy80,-1,OOPs,OOPs:falls/AChristmasMiracle-FailsYouMissed21December2017_FailArmy80,0,16,16,16,10,10,2.398,1,18,/data/final_project_dataset/vjepa_latents_oops/window_latents/55470ad944ceb76d.npz,,,,,train
/data/final_project_dataset/OOPs/AlleyOOPS-FailsoftheWeekOctober201710.mp4,fall,falls/AlleyOOPS-FailsoftheWeekOctober201710,-1,OOPs,OOPs:falls/AlleyOOPS-FailsoftheWeekOctober201710,0,16,16,16,10,10,3.0,0,30,/data/final_project_dataset/vjepa_latents_oops/window_latents/29f0e9c14cc45c5a.npz,,,,,train
/data/final_project_dataset/OOPs/AlleyOOPS-FailsoftheWeekOctober201710.mp4,fall,falls/AlleyOOPS-FailsoftheWeekOctober201710,-1,OOPs,OOPs:falls/AlleyOOPS-FailsoftheWeekOctober201710,4,20,20,16,10,10,3.0,1,30,/data/final_project_dataset/vjepa_latents_oops/window_latents/7575d48e1e2749ae.npz,,,,,train
/data/final_project_dataset/OOPs/AlleyOOPS-FailsoftheWeekOctober201710.mp4,fall,falls/AlleyOOPS-FailsoftheWeekOctober201710,-1,OOPs,OOPs:falls/AlleyOOPS-FailsoftheWeekOctober201710,6,22,22,16,10,10,3.0,1,30,/data/final_project_dataset/vjepa_latents_oops/window_latents/4a8451406142a0ad.npz,,,,,train
/data/final_project_dataset/OOPs/AlleyOOPS-FailsoftheWeekOctober201710.mp4,fall,falls/AlleyOOPS-FailsoftheWeekOctober201710,-1,OOPs,OOPs:falls/AlleyOOPS-FailsoftheWeekOctober201710,8,24,24,16,10,10,3.0,1,30,/data/final_project_dataset/vjepa_latents_oops/window_latents/fe9bc0570ba8b6bb.npz,,,,,train
/data/final_project_dataset/OOPs/AlleyOOPS-FailsoftheWeekOctober201710.mp4,fall,falls/AlleyOOPS-FailsoftheWeekOctober201710,-1,OOPs,OOPs:falls/AlleyOOPS-FailsoftheWeekOctober201710,10,26,26,16,10,10,3.0,1,30,/data/final_project_dataset/vjepa_latents_oops/window_latents/0a1cb1d3191cf95c.npz,,,,,train
/data/final_project_dataset/OOPs/AlleyOOPS-FailsoftheWeekOctober201710.mp4,fall,falls/AlleyOOPS-FailsoftheWeekOctober201710,-1,OOPs,OOPs:falls/AlleyOOPS-FailsoftheWeekOctober201710,12,28,28,16,10,10,3.0,1,30,/data/final_project_dataset/vjepa_latents_oops/window_latents/5e388749d208d86f.npz,,,,,train
/data/final_project_dataset/OOPs/AlwaysWearYourHelmet-FailsoftheWeekJuly2018_FailArmy11.mp4,other,falls/AlwaysWearYourHelmet-FailsoftheWeekJuly2018_FailArmy11,-1,OOPs,OOPs:falls/AlwaysWearYourHelmet-FailsoftheWeekJuly2018_FailArmy11,212,228,228,16,10,10,3.0,0,447,/data/final_project_dataset/vjepa_latents_oops/window_latents/f2a6e08ea6e0cfdf.npz,,,,,train
/data/final_project_dataset/OOPs/AlwaysWearYourHelmet-FailsoftheWeekJuly2018_FailArmy11.mp4,other,falls/AlwaysWearYourHelmet-FailsoftheWeekJuly2018_FailArmy11,-1,OOPs,OOPs:falls/AlwaysWearYourHelmet-FailsoftheWeekJuly2018_FailArmy11,274,290,290,16,10,10,3.0,0,447,/data/final_project_dataset/vjepa_latents_oops/window_latents/4f29fecf5e66fc37.npz,,,,,train
/data/final_project_dataset/OOPs/AlwaysWearYourHelmet-FailsoftheWeekJuly2018_FailArmy11.mp4,fall,falls/AlwaysWearYourHelmet-FailsoftheWeekJuly2018_FailArmy11,-1,OOPs,OOPs:falls/AlwaysWearYourHelmet-FailsoftheWeekJuly2018_FailArmy11,476,492,492,16,10,10,3.0,1,501,/data/final_project_dataset/vjepa_latents_oops/window_latents/ad279d7e643a4ab9.npz,,,,,train
/data/final_project_dataset/OOPs/AlwaysWearYourHelmet-FailsoftheWeekJuly2018_FailArmy11.mp4,fall,falls/AlwaysWearYourHelmet-FailsoftheWeekJuly2018_FailArmy11,-1,OOPs,OOPs:falls/AlwaysWearYourHelmet-FailsoftheWeekJuly2018_FailArmy11,478,494,494,16,10,10,3.0,1,501,/data/final_project_dataset/vjepa_latents_oops/window_latents/3ca6e0df11892bba.npz,,,,,train
/data/final_project_dataset/OOPs/AlwaysWearYourHelmet-FailsoftheWeekJuly2018_FailArmy11.mp4,fall,falls/AlwaysWearYourHelmet-FailsoftheWeekJuly2018_FailArmy11,-1,OOPs,OOPs:falls/AlwaysWearYourHelmet-FailsoftheWeekJuly2018_FailArmy11,480,496,496,16,10,10,3.0,1,501,/data/final_project_dataset/vjepa_latents_oops/window_latents/60a849ca1db57177.npz,,,,,train
/data/final_project_dataset/OOPs/AlwaysWearYourHelmet-FailsoftheWeekJuly2018_FailArmy11.mp4,fall,falls/AlwaysWearYourHelmet-FailsoftheWeekJuly2018_FailArmy11,-1,OOPs,OOPs:falls/AlwaysWearYourHelmet-FailsoftheWeekJuly2018_FailArmy11,482,498,498,16,10,10,3.0,1,501,/data/final_project_dataset/vjepa_latents_oops/window_latents/54faa812902ca053.npz,,,,,train
/data/final_project_dataset/OOPs/AlwaysWearYourHelmet-FailsoftheWeekJuly2018_FailArmy11.mp4,fall,falls/AlwaysWearYourHelmet-FailsoftheWeekJuly2018_FailArmy11,-1,OOPs,OOPs:falls/AlwaysWearYourHelmet-FailsoftheWeekJuly2018_FailArmy11,484,500,500,16,10,10,3.0,1,501,/data/final_project_dataset/vjepa_latents_oops/window_latents/98401ea943a887e8.npz,,,,,train
/data/final_project_dataset/OOPs/AlwaysWearYourHelmet-FailsoftheWeekJuly2018_FailArmy11.mp4,stand_up,falls/AlwaysWearYourHelmet-FailsoftheWeekJuly2018_FailArmy11,-1,OOPs,OOPs:falls/AlwaysWearYourHelmet-FailsoftheWeekJuly2018_FailArmy11,476,492,492,16,10,10,3.0,0,511,/data/final_project_dataset/vjepa_latents_oops/window_latents/310308cd6aee085b.npz,,,,,train
/data/final_project_dataset/OOPs/AlwaysWearYourHelmet-FailsoftheWeekJuly2018_FailArmy11.mp4,stand_up,falls/AlwaysWearYourHelmet-FailsoftheWeekJuly2018_FailArmy11,-1,OOPs,OOPs:falls/AlwaysWearYourHelmet-FailsoftheWeekJuly2018_FailArmy11,478,494,494,16,10,10,3.0,0,511,/data/final_project_dataset/vjepa_latents_oops/window_latents/e0c3919a61532e16.npz,,,,,train
/data/final_project_dataset/OOPs/AlwaysWearYourHelmet-FailsoftheWeekJuly2018_FailArmy11.mp4,stand_up,falls/AlwaysWearYourHelmet-FailsoftheWeekJuly2018_FailArmy11,-1,OOPs,OOPs:falls/AlwaysWearYourHelmet-FailsoftheWeekJuly2018_FailArmy11,482,498,498,16,10,10,3.0,0,511,/data/final_project_dataset/vjepa_latents_oops/window_latents/44d296d1cf3b7ae0.npz,,,,,train
/data/final_project_dataset/OOPs/AmericanFailsJuly2017_FailArmy27.mp4,fall,falls/AmericanFailsJuly2017_FailArmy27,-1,OOPs,OOPs:falls/AmericanFailsJuly2017_FailArmy27,12,28,28,16,10,10,2.997,1,37,/data/final_project_dataset/vjepa_latents_oops/window_latents/ddc4ca74c36dc547.npz,,,,,train
/data/final_project_dataset/OOPs/AmericanFailsJuly2017_FailArmy27.mp4,fall,falls/AmericanFailsJuly2017_FailArmy27,-1,OOPs,OOPs:falls/AmericanFailsJuly2017_FailArmy27,14,30,30,16,10,10,2.997,1,37,/data/final_project_dataset/vjepa_latents_oops/window_latents/ce87781f2e92ba02.npz,,,,,train
/data/final_project_dataset/OOPs/AmericanFailsJuly2017_FailArmy27.mp4,fall,falls/AmericanFailsJuly2017_FailArmy27,-1,OOPs,OOPs:falls/AmericanFailsJuly2017_FailArmy27,16,32,32,16,10,10,2.997,1,37,/data/final_project_dataset/vjepa_latents_oops/window_latents/dd17318cf8c96094.npz,,,,,train
/data/final_project_dataset/OOPs/AmericanFailsJuly2017_FailArmy27.mp4,fall,falls/AmericanFailsJuly2017_FailArmy27,-1,OOPs,OOPs:falls/AmericanFailsJuly2017_FailArmy27,18,34,34,16,10,10,2.997,1,37,/data/final_project_dataset/vjepa_latents_oops/window_latents/8f0095ed6720f60f.npz,,,,,train
/data/final_project_dataset/OOPs/AmericanFailsJuly2017_FailArmy27.mp4,fall,falls/AmericanFailsJuly2017_FailArmy27,-1,OOPs,OOPs:falls/AmericanFailsJuly2017_FailArmy27,20,36,36,16,10,10,2.997,1,37,/data/final_project_dataset/vjepa_latents_oops/window_latents/a95f76a9dbc832e7.npz,,,,,train
/data/final_project_dataset/OOPs/AmericanFailsJuly2017_FailArmy27.mp4,sitting,falls/AmericanFailsJuly2017_FailArmy27,-1,OOPs,OOPs:falls/AmericanFailsJuly2017_FailArmy27,12,28,28,16,10,10,2.997,0,83,/data/final_project_dataset/vjepa_latents_oops/window_latents/bb59794b3e3e896a.npz,,,,,train
/data/final_project_dataset/OOPs/AmericanFailsJuly2017_FailArmy27.mp4,sitting,falls/AmericanFailsJuly2017_FailArmy27,-1,OOPs,OOPs:falls/AmericanFailsJuly2017_FailArmy27,14,30,30,16,10,10,2.997,0,83,/data/final_project_dataset/vjepa_latents_oops/window_latents/0856dc2fa1f70a52.npz,,,,,train
/data/final_project_dataset/OOPs/AmericanFailsJuly2017_FailArmy27.mp4,sitting,falls/AmericanFailsJuly2017_FailArmy27,-1,OOPs,OOPs:falls/AmericanFailsJuly2017_FailArmy27,24,40,40,16,10,10,2.997,0,83,/data/final_project_dataset/vjepa_latents_oops/window_latents/a5d9e862c7873c1f.npz,,,,,train
/data/final_project_dataset/OOPs/AmericanFailsJuly2017_FailArmy27.mp4,sitting,falls/AmericanFailsJuly2017_FailArmy27,-1,OOPs,OOPs:falls/AmericanFailsJuly2017_FailArmy27,28,44,44,16,10,10,2.997,0,83,/data/final_project_dataset/vjepa_latents_oops/window_latents/4dd179f27ccc441f.npz,,,,,train
/data/final_project_dataset/OOPs/AmericanFailsJuly2017_FailArmy27.mp4,sitting,falls/AmericanFailsJuly2017_FailArmy27,-1,OOPs,OOPs:falls/AmericanFailsJuly2017_FailArmy27,38,54,54,16,10,10,2.997,0,83,/data/final_project_dataset/vjepa_latents_oops/window_latents/b6e6bc168e15fa69.npz,,,,,train
/data/final_project_dataset/OOPs/AmericanFailsJuly2017_FailArmy27.mp4,sitting,falls/AmericanFailsJuly2017_FailArmy27,-1,OOPs,OOPs:falls/AmericanFailsJuly2017_FailArmy27,42,58,58,16,10,10,2.997,0,83,/data/final_project_dataset/vjepa_latents_oops/window_latents/3be9a83d426beb2a.npz,,,,,train
/data/final_project_dataset/OOPs/AmericanFailsJuly2017_FailArmy27.mp4,sitting,falls/AmericanFailsJuly2017_FailArmy27,-1,OOPs,OOPs:falls/AmericanFailsJuly2017_FailArmy27,46,62,62,16,10,10,2.997,0,83,/data/final_project_dataset/vjepa_latents_oops/window_latents/2002db250962cc1d.npz,,,,,train
/data/final_project_dataset/OOPs/AmericanFailsJuly2017_FailArmy27.mp4,sitting,falls/AmericanFailsJuly2017_FailArmy27,-1,OOPs,OOPs:falls/AmericanFailsJuly2017_FailArmy27,50,66,66,16,10,10,2.997,0,83,/data/final_project_dataset/vjepa_latents_oops/window_latents/3e9a922c3f259a80.npz,,,,,train
/data/final_project_dataset/OOPs/AmericanFailsJuly2017_FailArmy27.mp4,sitting,falls/AmericanFailsJuly2017_FailArmy27,-1,OOPs,OOPs:falls/AmericanFailsJuly2017_FailArmy27,56,72,72,16,10,10,2.997,0,83,/data/final_project_dataset/vjepa_latents_oops/window_latents/307262a8d39171f7.npz,,,,,train
/data/final_project_dataset/OOPs/AmericanFailsJuly2017_FailArmy27.mp4,fall,falls/AmericanFailsJuly2017_FailArmy27,-1,OOPs,OOPs:falls/AmericanFailsJuly2017_FailArmy27,94,110,110,16,10,10,2.997,0,128,/data/final_project_dataset/vjepa_latents_oops/window_latents/53a782fe31760c96.npz,,,,,train
/data/final_project_dataset/OOPs/AmericanFailsJuly2017_FailArmy27.mp4,fall,falls/AmericanFailsJuly2017_FailArmy27,-1,OOPs,OOPs:falls/AmericanFailsJuly2017_FailArmy27,102,118,118,16,10,10,2.997,1,128,/data/final_project_dataset/vjepa_latents_oops/window_latents/b54e7e7b8366f8ec.npz,,,,,train
/data/final_project_dataset/OOPs/AmericanFailsJuly2017_FailArmy27.mp4,fall,falls/AmericanFailsJuly2017_FailArmy27,-1,OOPs,OOPs:falls/AmericanFailsJuly2017_FailArmy27,104,120,120,16,10,10,2.997,1,128,/data/final_project_dataset/vjepa_latents_oops/window_latents/1e5fa64d5df751da.npz,,,,,train
/data/final_project_dataset/OOPs/AmericanFailsJuly2017_FailArmy27.mp4,fall,falls/AmericanFailsJuly2017_FailArmy27,-1,OOPs,OOPs:falls/AmericanFailsJuly2017_FailArmy27,106,122,122,16,10,10,2.997,1,128,/data/final_project_dataset/vjepa_latents_oops/window_latents/60ff733784378d93.npz,,,,,train
/data/final_project_dataset/OOPs/AmericanFailsJuly2017_FailArmy27.mp4,fall,falls/AmericanFailsJuly2017_FailArmy27,-1,OOPs,OOPs:falls/AmericanFailsJuly2017_FailArmy27,108,124,124,16,10,10,2.997,1,128,/data/final_project_dataset/vjepa_latents_oops/window_latents/8450d3d3ab6848b6.npz,,,,,train
/data/final_project_dataset/OOPs/AmericanFailsJuly2017_FailArmy27.mp4,fall,falls/AmericanFailsJuly2017_FailArmy27,-1,OOPs,OOPs:falls/AmericanFailsJuly2017_FailArmy27,110,126,126,16,10,10,2.997,1,128,/data/final_project_dataset/vjepa_latents_oops/window_latents/5009cb4c1bad4ad7.npz,,,,,train
/data/final_project_dataset/OOPs/AmericanFailsJuly2017_FailArmy27.mp4,stand_up,falls/AmericanFailsJuly2017_FailArmy27,-1,OOPs,OOPs:falls/AmericanFailsJuly2017_FailArmy27,142,158,158,16,10,10,2.997,0,253,/data/final_project_dataset/vjepa_latents_oops/window_latents/c89543c5729ebc92.npz,,,,,train
/data/final_project_dataset/OOPs/AmericanFailsJuly2017_FailArmy27.mp4,stand_up,falls/AmericanFailsJuly2017_FailArmy27,-1,OOPs,OOPs:falls/AmericanFailsJuly2017_FailArmy27,144,160,160,16,10,10,2.997,0,253,/data/final_project_dataset/vjepa_latents_oops/window_latents/13658bb26503b629.npz,,,,,train
/data/final_project_dataset/OOPs/AmericanFailsJuly2017_FailArmy27.mp4,stand_up,falls/AmericanFailsJuly2017_FailArmy27,-1,OOPs,OOPs:falls/AmericanFailsJuly2017_FailArmy27,176,192,192,16,10,10,2.997,0,253,/data/final_project_dataset/vjepa_latents_oops/window_latents/3da2e9ba306c30b4.npz,,,,,train
/data/final_project_dataset/OOPs/AmericanFailsJuly2017_FailArmy27.mp4,standing,falls/AmericanFailsJuly2017_FailArmy27,-1,OOPs,OOPs:falls/AmericanFailsJuly2017_FailArmy27,228,244,244,16,10,10,2.997,0,263,/data/final_project_dataset/vjepa_latents_oops/window_latents/942ccaab97ad6c3e.npz,,,,,train
/data/final_project_dataset/OOPs/AmericanFailsJuly2017_FailArmy27.mp4,standing,falls/AmericanFailsJuly2017_FailArmy27,-1,OOPs,OOPs:falls/AmericanFailsJuly2017_FailArmy27,230,246,246,16,10,10,2.997,0,263,/data/final_project_dataset/vjepa_latents_oops/window_latents/8e26d61be92b446c.npz,,,,,train
/data/final_project_dataset/OOPs/AmericanFailsJuly2017_FailArmy27.mp4,standing,falls/AmericanFailsJuly2017_FailArmy27,-1,OOPs,OOPs:falls/AmericanFailsJuly2017_FailArmy27,232,248,248,16,10,10,2.997,0,263,/data/final_project_dataset/vjepa_latents_oops/window_latents/da44fcf6dd4c8cbd.npz,,,,,train
/data/final_project_dataset/OOPs/AmericanFailsJuly2017_FailArmy27.mp4,standing,falls/AmericanFailsJuly2017_FailArmy27,-1,OOPs,OOPs:falls/AmericanFailsJuly2017_FailArmy27,234,250,250,16,10,10,2.997,0,263,/data/final_project_dataset/vjepa_latents_oops/window_latents/4b2c3ff8927ff6b0.npz,,,,,train
/data/final_project_dataset/OOPs/AmericanFailsJuly2017_FailArmy27.mp4,standing,falls/AmericanFailsJuly2017_FailArmy27,-1,OOPs,OOPs:falls/AmericanFailsJuly2017_FailArmy27,236,252,252,16,10,10,2.997,0,263,/data/final_project_dataset/vjepa_latents_oops/window_latents/6ef2d07fb7aeac50.npz,,,,,train
/data/final_project_dataset/OOPs/AmericanFailsJuly2017_FailArmy30.mp4,fall,falls/AmericanFailsJuly2017_FailArmy30,-1,OOPs,OOPs:falls/AmericanFailsJuly2017_FailArmy30,28,44,44,16,10,10,2.997,0,66,/data/final_project_dataset/vjepa_latents_oops/window_latents/1d0d60970f687604.npz,,,,,train
/data/final_project_dataset/OOPs/AmericanFailsJuly2017_FailArmy30.mp4,fall,falls/AmericanFailsJuly2017_FailArmy30,-1,OOPs,OOPs:falls/AmericanFailsJuly2017_FailArmy30,40,56,56,16,10,10,2.997,1,66,/data/final_project_dataset/vjepa_latents_oops/window_latents/5aea52cce5f4c9a4.npz,,,,,train
/data/final_project_dataset/OOPs/AmericanFailsJuly2017_FailArmy30.mp4,fall,falls/AmericanFailsJuly2017_FailArmy30,-1,OOPs,OOPs:falls/AmericanFailsJuly2017_FailArmy30,42,58,58,16,10,10,2.997,1,66,/data/final_project_dataset/vjepa_latents_oops/window_latents/86a3b6409cde8a7c.npz,,,,,train
/data/final_project_dataset/OOPs/AmericanFailsJuly2017_FailArmy30.mp4,fall,falls/AmericanFailsJuly2017_FailArmy30,-1,OOPs,OOPs:falls/AmericanFailsJuly2017_FailArmy30,44,60,60,16,10,10,2.997,1,66,/data/final_project_dataset/vjepa_latents_oops/window_latents/0a1df3d4434594cb.npz,,,,,train
/data/final_project_dataset/OOPs/AmericanFailsJuly2017_FailArmy30.mp4,fall,falls/AmericanFailsJuly2017_FailArmy30,-1,OOPs,OOPs:falls/AmericanFailsJuly2017_FailArmy30,46,62,62,16,10,10,2.997,1,66,/data/final_project_dataset/vjepa_latents_oops/window_latents/54350654427656a4.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0,train
/data/final_project_dataset/OOPs/AmericanFailsJuly2017_FailArmy30.mp4,fall,falls/AmericanFailsJuly2017_FailArmy30,-1,OOPs,OOPs:falls/AmericanFailsJuly2017_FailArmy30,48,64,64,16,10,10,2.997,1,66,/data/final_project_dataset/vjepa_latents_oops/window_latents/e27f573d0901a6e7.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0,train
/data/final_project_dataset/OOPs/AmericanFailsJuly2017_FailArmy30.mp4,lie_down,falls/AmericanFailsJuly2017_FailArmy30,-1,OOPs,OOPs:falls/AmericanFailsJuly2017_FailArmy30,40,56,56,16,10,10,2.997,0,98,/data/final_project_dataset/vjepa_latents_oops/window_latents/4ecf8bd17703e32c.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0,train
/data/final_project_dataset/OOPs/AmericanFailsJuly2017_FailArmy30.mp4,lie_down,falls/AmericanFailsJuly2017_FailArmy30,-1,OOPs,OOPs:falls/AmericanFailsJuly2017_FailArmy30,42,58,58,16,10,10,2.997,0,98,/data/final_project_dataset/vjepa_latents_oops/window_latents/0931047df27d7968.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0,train
/data/final_project_dataset/OOPs/AmericanFailsJuly2017_FailArmy30.mp4,lie_down,falls/AmericanFailsJuly2017_FailArmy30,-1,OOPs,OOPs:falls/AmericanFailsJuly2017_FailArmy30,46,62,62,16,10,10,2.997,0,98,/data/final_project_dataset/vjepa_latents_oops/window_latents/8103fccf4fa56903.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0,train
/data/final_project_dataset/OOPs/AmericanFailsJuly2017_FailArmy30.mp4,lie_down,falls/AmericanFailsJuly2017_FailArmy30,-1,OOPs,OOPs:falls/AmericanFailsJuly2017_FailArmy30,48,64,64,16,10,10,2.997,0,98,/data/final_project_dataset/vjepa_latents_oops/window_latents/db7cd8986466a585.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0,train
