video_path,label_name,subject,cam,dataset,split_group,window_start,window_end,target_frame,obs_len,k_frames,target_fps,sample_interval,y,fall_start_frame,vjepa_feature_path,vjepa_model_name,vjepa_latent_dim,vjepa_observed_tokens,vjepa_future_tokens
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/18.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,46,62,62,16,10,10,1.5001714481655046,0,78,/data/final_project_dataset/vjepa_latents/window_latents/66e8b4b10391efed.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/18.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,48,64,64,16,10,10,1.5001714481655046,0,78,/data/final_project_dataset/vjepa_latents/window_latents/842ddaf9dce1cc29.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/18.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,50,66,66,16,10,10,1.5001714481655046,0,78,/data/final_project_dataset/vjepa_latents/window_latents/31cf8f58907bb6ef.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/18.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,52,68,68,16,10,10,1.5001714481655046,0,78,/data/final_project_dataset/vjepa_latents/window_latents/42c0df0212730913.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/01.mp4,walk,2,1,GMDCSA24,GMDCSA24:2,0,16,16,16,10,10,2.984113981451684,0,79,/data/final_project_dataset/vjepa_latents/window_latents/4ebe1d28c2959793.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/01.mp4,walk,2,1,GMDCSA24,GMDCSA24:2,2,18,18,16,10,10,2.984113981451684,0,79,/data/final_project_dataset/vjepa_latents/window_latents/dee528b9ad70fed2.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/01.mp4,walk,2,1,GMDCSA24,GMDCSA24:2,4,20,20,16,10,10,2.984113981451684,0,79,/data/final_project_dataset/vjepa_latents/window_latents/09fdc8ae53f2bd17.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/01.mp4,walk,2,1,GMDCSA24,GMDCSA24:2,6,22,22,16,10,10,2.984113981451684,0,79,/data/final_project_dataset/vjepa_latents/window_latents/def04618008b17f7.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/01.mp4,walk,2,1,GMDCSA24,GMDCSA24:2,8,24,24,16,10,10,2.984113981451684,0,79,/data/final_project_dataset/vjepa_latents/window_latents/8c5b44910836bb7b.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/01.mp4,walk,2,1,GMDCSA24,GMDCSA24:2,10,26,26,16,10,10,2.984113981451684,0,79,/data/final_project_dataset/vjepa_latents/window_latents/d01b0c6ffec678f5.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/01.mp4,walk,2,1,GMDCSA24,GMDCSA24:2,12,28,28,16,10,10,2.984113981451684,0,79,/data/final_project_dataset/vjepa_latents/window_latents/1bfe5ba4bdee93b1.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/01.mp4,walk,2,1,GMDCSA24,GMDCSA24:2,14,30,30,16,10,10,2.984113981451684,0,79,/data/final_project_dataset/vjepa_latents/window_latents/12bcef6c63493069.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/01.mp4,walk,2,1,GMDCSA24,GMDCSA24:2,16,32,32,16,10,10,2.984113981451684,0,79,/data/final_project_dataset/vjepa_latents/window_latents/bc52b33c7b8634ae.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/01.mp4,walk,2,1,GMDCSA24,GMDCSA24:2,18,34,34,16,10,10,2.984113981451684,0,79,/data/final_project_dataset/vjepa_latents/window_latents/f1e8fa8ef67ecb19.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/01.mp4,walk,2,1,GMDCSA24,GMDCSA24:2,20,36,36,16,10,10,2.984113981451684,0,79,/data/final_project_dataset/vjepa_latents/window_latents/29edfaf304b52409.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/01.mp4,walk,2,1,GMDCSA24,GMDCSA24:2,22,38,38,16,10,10,2.984113981451684,0,79,/data/final_project_dataset/vjepa_latents/window_latents/534b98404e5cea72.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/01.mp4,walk,2,1,GMDCSA24,GMDCSA24:2,24,40,40,16,10,10,2.984113981451684,0,79,/data/final_project_dataset/vjepa_latents/window_latents/6044822d75da995c.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/01.mp4,walk,2,1,GMDCSA24,GMDCSA24:2,26,42,42,16,10,10,2.984113981451684,0,79,/data/final_project_dataset/vjepa_latents/window_latents/2a2a82757ff22018.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/01.mp4,walk,2,1,GMDCSA24,GMDCSA24:2,28,44,44,16,10,10,2.984113981451684,0,79,/data/final_project_dataset/vjepa_latents/window_latents/5f7c470e788bec38.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/01.mp4,walk,2,1,GMDCSA24,GMDCSA24:2,30,46,46,16,10,10,2.984113981451684,0,79,/data/final_project_dataset/vjepa_latents/window_latents/2fa67853ef27e94a.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/01.mp4,walk,2,1,GMDCSA24,GMDCSA24:2,32,48,48,16,10,10,2.984113981451684,0,79,/data/final_project_dataset/vjepa_latents/window_latents/15a2d0b13281b5fd.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/01.mp4,walk,2,1,GMDCSA24,GMDCSA24:2,34,50,50,16,10,10,2.984113981451684,0,79,/data/final_project_dataset/vjepa_latents/window_latents/f18efa3c4bc0333f.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/01.mp4,walk,2,1,GMDCSA24,GMDCSA24:2,36,52,52,16,10,10,2.984113981451684,0,79,/data/final_project_dataset/vjepa_latents/window_latents/cba23d9c0798ce42.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/01.mp4,walk,2,1,GMDCSA24,GMDCSA24:2,38,54,54,16,10,10,2.984113981451684,0,79,/data/final_project_dataset/vjepa_latents/window_latents/84219021312c04f3.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/01.mp4,walk,2,1,GMDCSA24,GMDCSA24:2,40,56,56,16,10,10,2.984113981451684,0,79,/data/final_project_dataset/vjepa_latents/window_latents/60ce66aaf760a193.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/01.mp4,walk,2,1,GMDCSA24,GMDCSA24:2,42,58,58,16,10,10,2.984113981451684,0,79,/data/final_project_dataset/vjepa_latents/window_latents/30d9d217b162a29c.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/01.mp4,walk,2,1,GMDCSA24,GMDCSA24:2,44,60,60,16,10,10,2.984113981451684,0,79,/data/final_project_dataset/vjepa_latents/window_latents/2e9f8bb4e0efcc89.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/01.mp4,walk,2,1,GMDCSA24,GMDCSA24:2,46,62,62,16,10,10,2.984113981451684,0,79,/data/final_project_dataset/vjepa_latents/window_latents/ec7a8b52e99b5b19.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/01.mp4,walk,2,1,GMDCSA24,GMDCSA24:2,48,64,64,16,10,10,2.984113981451684,0,79,/data/final_project_dataset/vjepa_latents/window_latents/21560f9213a75b14.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/01.mp4,walk,2,1,GMDCSA24,GMDCSA24:2,50,66,66,16,10,10,2.984113981451684,0,79,/data/final_project_dataset/vjepa_latents/window_latents/0cba4e2532ef0442.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/01.mp4,walk,2,1,GMDCSA24,GMDCSA24:2,52,68,68,16,10,10,2.984113981451684,0,79,/data/final_project_dataset/vjepa_latents/window_latents/62089c850dce6018.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/11.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,0,16,16,16,10,10,2.984387048961974,0,79,/data/final_project_dataset/vjepa_latents/window_latents/fa0eac2d7f6444b0.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/11.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,2,18,18,16,10,10,2.984387048961974,0,79,/data/final_project_dataset/vjepa_latents/window_latents/147ae8ecae82333a.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/11.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,4,20,20,16,10,10,2.984387048961974,0,79,/data/final_project_dataset/vjepa_latents/window_latents/89569a2a6438a19c.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/11.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,6,22,22,16,10,10,2.984387048961974,0,79,/data/final_project_dataset/vjepa_latents/window_latents/a7a731f68dc22ecb.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/11.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,8,24,24,16,10,10,2.984387048961974,0,79,/data/final_project_dataset/vjepa_latents/window_latents/2b7c2f8da3086c58.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/11.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,10,26,26,16,10,10,2.984387048961974,0,79,/data/final_project_dataset/vjepa_latents/window_latents/22ce3262bd8ff895.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/11.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,12,28,28,16,10,10,2.984387048961974,0,79,/data/final_project_dataset/vjepa_latents/window_latents/a7f1ac461d643427.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/11.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,14,30,30,16,10,10,2.984387048961974,0,79,/data/final_project_dataset/vjepa_latents/window_latents/ca89701c7c465deb.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/11.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,16,32,32,16,10,10,2.984387048961974,0,79,/data/final_project_dataset/vjepa_latents/window_latents/85b339ddf3b75048.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/11.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,18,34,34,16,10,10,2.984387048961974,0,79,/data/final_project_dataset/vjepa_latents/window_latents/76270786090c597f.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/11.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,20,36,36,16,10,10,2.984387048961974,0,79,/data/final_project_dataset/vjepa_latents/window_latents/ff529ffac84f44ca.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/11.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,22,38,38,16,10,10,2.984387048961974,0,79,/data/final_project_dataset/vjepa_latents/window_latents/26865dc14425357c.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/11.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,24,40,40,16,10,10,2.984387048961974,0,79,/data/final_project_dataset/vjepa_latents/window_latents/9ecae0e91dc5c7cb.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/11.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,26,42,42,16,10,10,2.984387048961974,0,79,/data/final_project_dataset/vjepa_latents/window_latents/52702419c85cb5a7.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/11.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,28,44,44,16,10,10,2.984387048961974,0,79,/data/final_project_dataset/vjepa_latents/window_latents/f9329301b54510be.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/11.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,30,46,46,16,10,10,2.984387048961974,0,79,/data/final_project_dataset/vjepa_latents/window_latents/0a35ce8fbc7469a3.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/11.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,32,48,48,16,10,10,2.984387048961974,0,79,/data/final_project_dataset/vjepa_latents/window_latents/79c40f2896874a9a.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/11.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,34,50,50,16,10,10,2.984387048961974,0,79,/data/final_project_dataset/vjepa_latents/window_latents/e60502d29336a0a3.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/11.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,36,52,52,16,10,10,2.984387048961974,0,79,/data/final_project_dataset/vjepa_latents/window_latents/484f3cdc10060836.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/11.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,38,54,54,16,10,10,2.984387048961974,0,79,/data/final_project_dataset/vjepa_latents/window_latents/2323d5af0883b805.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/11.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,40,56,56,16,10,10,2.984387048961974,0,79,/data/final_project_dataset/vjepa_latents/window_latents/8b22dfb5a08271b2.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/11.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,42,58,58,16,10,10,2.984387048961974,0,79,/data/final_project_dataset/vjepa_latents/window_latents/6ee63d59a2732093.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/11.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,44,60,60,16,10,10,2.984387048961974,0,79,/data/final_project_dataset/vjepa_latents/window_latents/1c3bd8d2288553f5.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/11.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,46,62,62,16,10,10,2.984387048961974,0,79,/data/final_project_dataset/vjepa_latents/window_latents/c20015695078c360.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/11.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,48,64,64,16,10,10,2.984387048961974,0,79,/data/final_project_dataset/vjepa_latents/window_latents/04903d8d3686da0d.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/11.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,50,66,66,16,10,10,2.984387048961974,0,79,/data/final_project_dataset/vjepa_latents/window_latents/2e5dd8b0aeec62c9.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/11.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,52,68,68,16,10,10,2.984387048961974,0,79,/data/final_project_dataset/vjepa_latents/window_latents/990e890d2b6b74ff.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/07.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,0,16,16,16,10,10,2.986131420567365,0,82,/data/final_project_dataset/vjepa_latents/window_latents/2f9a1a91544036c2.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/07.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,2,18,18,16,10,10,2.986131420567365,0,82,/data/final_project_dataset/vjepa_latents/window_latents/b7febb9b1328fced.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/07.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,4,20,20,16,10,10,2.986131420567365,0,82,/data/final_project_dataset/vjepa_latents/window_latents/2f9f6eb0a2747c22.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/07.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,6,22,22,16,10,10,2.986131420567365,0,82,/data/final_project_dataset/vjepa_latents/window_latents/509d0b8caf9447d5.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/07.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,8,24,24,16,10,10,2.986131420567365,0,82,/data/final_project_dataset/vjepa_latents/window_latents/5d53841e615f787b.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/07.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,10,26,26,16,10,10,2.986131420567365,0,82,/data/final_project_dataset/vjepa_latents/window_latents/5c63f977d505b0ce.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/07.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,12,28,28,16,10,10,2.986131420567365,0,82,/data/final_project_dataset/vjepa_latents/window_latents/23a9e8d2e2a46464.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/07.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,14,30,30,16,10,10,2.986131420567365,0,82,/data/final_project_dataset/vjepa_latents/window_latents/406f935250433aec.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/07.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,16,32,32,16,10,10,2.986131420567365,0,82,/data/final_project_dataset/vjepa_latents/window_latents/a02c46ade3a7bbde.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/07.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,18,34,34,16,10,10,2.986131420567365,0,82,/data/final_project_dataset/vjepa_latents/window_latents/82abe8be78961d05.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/07.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,20,36,36,16,10,10,2.986131420567365,0,82,/data/final_project_dataset/vjepa_latents/window_latents/2b0cb758b1ee5ab8.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/07.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,22,38,38,16,10,10,2.986131420567365,0,82,/data/final_project_dataset/vjepa_latents/window_latents/a7cab9e7fdb0fd9a.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/07.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,24,40,40,16,10,10,2.986131420567365,0,82,/data/final_project_dataset/vjepa_latents/window_latents/0dac23cdc5fc1bc0.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/07.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,26,42,42,16,10,10,2.986131420567365,0,82,/data/final_project_dataset/vjepa_latents/window_latents/d576ee31414e18b3.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/07.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,28,44,44,16,10,10,2.986131420567365,0,82,/data/final_project_dataset/vjepa_latents/window_latents/291f7594a83260af.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/07.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,30,46,46,16,10,10,2.986131420567365,0,82,/data/final_project_dataset/vjepa_latents/window_latents/8fc03ba2ebc357bf.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/07.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,32,48,48,16,10,10,2.986131420567365,0,82,/data/final_project_dataset/vjepa_latents/window_latents/1d5ecd5c11241575.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/07.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,34,50,50,16,10,10,2.986131420567365,0,82,/data/final_project_dataset/vjepa_latents/window_latents/4dc5fd05e75faebf.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/07.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,36,52,52,16,10,10,2.986131420567365,0,82,/data/final_project_dataset/vjepa_latents/window_latents/b6f782321795a808.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/07.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,38,54,54,16,10,10,2.986131420567365,0,82,/data/final_project_dataset/vjepa_latents/window_latents/c3766b17f6ed2c46.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/07.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,40,56,56,16,10,10,2.986131420567365,0,82,/data/final_project_dataset/vjepa_latents/window_latents/2c01f1af9e316954.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/07.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,42,58,58,16,10,10,2.986131420567365,0,82,/data/final_project_dataset/vjepa_latents/window_latents/32bbe43d10642d84.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/07.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,44,60,60,16,10,10,2.986131420567365,0,82,/data/final_project_dataset/vjepa_latents/window_latents/eeb68599ad0e009b.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/07.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,46,62,62,16,10,10,2.986131420567365,0,82,/data/final_project_dataset/vjepa_latents/window_latents/ab2449d9cc3749fc.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/07.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,48,64,64,16,10,10,2.986131420567365,0,82,/data/final_project_dataset/vjepa_latents/window_latents/c0eea573089403af.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/07.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,50,66,66,16,10,10,2.986131420567365,0,82,/data/final_project_dataset/vjepa_latents/window_latents/4ea90fe9dc82acfb.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/07.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,52,68,68,16,10,10,2.986131420567365,0,82,/data/final_project_dataset/vjepa_latents/window_latents/0c59e141b9bc44a3.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/07.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,54,70,70,16,10,10,2.986131420567365,0,82,/data/final_project_dataset/vjepa_latents/window_latents/bbe8991b477a6ed8.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/07.mp4,standing,2,1,GMDCSA24,GMDCSA24:2,56,72,72,16,10,10,2.986131420567365,0,82,/data/final_project_dataset/vjepa_latents/window_latents/33171af574a66e41.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/14.mp4,sitting,2,1,GMDCSA24,GMDCSA24:2,0,16,16,16,10,10,1.5012344488088096,0,83,/data/final_project_dataset/vjepa_latents/window_latents/9488559c84a3ee66.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/14.mp4,sitting,2,1,GMDCSA24,GMDCSA24:2,2,18,18,16,10,10,1.5012344488088096,0,83,/data/final_project_dataset/vjepa_latents/window_latents/7e1253c9e1a49d0f.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/14.mp4,sitting,2,1,GMDCSA24,GMDCSA24:2,4,20,20,16,10,10,1.5012344488088096,0,83,/data/final_project_dataset/vjepa_latents/window_latents/28f54d687690bbc5.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/14.mp4,sitting,2,1,GMDCSA24,GMDCSA24:2,6,22,22,16,10,10,1.5012344488088096,0,83,/data/final_project_dataset/vjepa_latents/window_latents/080c724954f36acf.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/14.mp4,sitting,2,1,GMDCSA24,GMDCSA24:2,8,24,24,16,10,10,1.5012344488088096,0,83,/data/final_project_dataset/vjepa_latents/window_latents/e63b069e4d64c17c.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/14.mp4,sitting,2,1,GMDCSA24,GMDCSA24:2,10,26,26,16,10,10,1.5012344488088096,0,83,/data/final_project_dataset/vjepa_latents/window_latents/9fec8a7036e709ac.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/14.mp4,sitting,2,1,GMDCSA24,GMDCSA24:2,12,28,28,16,10,10,1.5012344488088096,0,83,/data/final_project_dataset/vjepa_latents/window_latents/a0f152da51a48b77.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/14.mp4,sitting,2,1,GMDCSA24,GMDCSA24:2,14,30,30,16,10,10,1.5012344488088096,0,83,/data/final_project_dataset/vjepa_latents/window_latents/0fc7ad6e5b2c643d.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/14.mp4,sitting,2,1,GMDCSA24,GMDCSA24:2,16,32,32,16,10,10,1.5012344488088096,0,83,/data/final_project_dataset/vjepa_latents/window_latents/97d2a1080f86ee03.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/14.mp4,sitting,2,1,GMDCSA24,GMDCSA24:2,18,34,34,16,10,10,1.5012344488088096,0,83,/data/final_project_dataset/vjepa_latents/window_latents/8ef6006a6644c6d9.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/14.mp4,sitting,2,1,GMDCSA24,GMDCSA24:2,20,36,36,16,10,10,1.5012344488088096,0,83,/data/final_project_dataset/vjepa_latents/window_latents/0e671e11f1a9f42d.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/14.mp4,sitting,2,1,GMDCSA24,GMDCSA24:2,22,38,38,16,10,10,1.5012344488088096,0,83,/data/final_project_dataset/vjepa_latents/window_latents/f69d46452dc35201.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/14.mp4,sitting,2,1,GMDCSA24,GMDCSA24:2,24,40,40,16,10,10,1.5012344488088096,0,83,/data/final_project_dataset/vjepa_latents/window_latents/43c0f192aa78e2d1.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/14.mp4,sitting,2,1,GMDCSA24,GMDCSA24:2,26,42,42,16,10,10,1.5012344488088096,0,83,/data/final_project_dataset/vjepa_latents/window_latents/0af459f03650b74f.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/14.mp4,sitting,2,1,GMDCSA24,GMDCSA24:2,28,44,44,16,10,10,1.5012344488088096,0,83,/data/final_project_dataset/vjepa_latents/window_latents/01cc9b2d27791e9d.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/14.mp4,sitting,2,1,GMDCSA24,GMDCSA24:2,30,46,46,16,10,10,1.5012344488088096,0,83,/data/final_project_dataset/vjepa_latents/window_latents/88362200ce645497.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/14.mp4,sitting,2,1,GMDCSA24,GMDCSA24:2,32,48,48,16,10,10,1.5012344488088096,0,83,/data/final_project_dataset/vjepa_latents/window_latents/3c5a30ffeef12696.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/14.mp4,sitting,2,1,GMDCSA24,GMDCSA24:2,34,50,50,16,10,10,1.5012344488088096,0,83,/data/final_project_dataset/vjepa_latents/window_latents/bee814fa4711e643.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/14.mp4,sitting,2,1,GMDCSA24,GMDCSA24:2,36,52,52,16,10,10,1.5012344488088096,0,83,/data/final_project_dataset/vjepa_latents/window_latents/c7b6509445485ff6.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/14.mp4,sitting,2,1,GMDCSA24,GMDCSA24:2,38,54,54,16,10,10,1.5012344488088096,0,83,/data/final_project_dataset/vjepa_latents/window_latents/d40262bcca028812.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/14.mp4,sitting,2,1,GMDCSA24,GMDCSA24:2,40,56,56,16,10,10,1.5012344488088096,0,83,/data/final_project_dataset/vjepa_latents/window_latents/ab577177e5591098.npz,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/14.mp4,sitting,2,1,GMDCSA24,GMDCSA24:2,42,58,58,16,10,10,1.5012344488088096,0,83,/data/final_project_dataset/vjepa_latents/window_latents/07c49005a5e16d4e.npz,,,,
