path,label,start,end,subject,cam,dataset
falls/BestFailsoftheWeek-WatchOutMarch2018_FailArmy8,2,3.846,7.28,-1,-1,OOPS
falls/BestFailsoftheWeek-WatchOutMarch2018_FailArmy8,15,7.28,7.87,-1,-1,OOPS
falls/BestFailsoftheWeek-WatchOutMarch2018_FailArmy8,9,7.87,9.75,-1,-1,OOPS
falls/BestFailsoftheWeek-WatchOutMarch2018_FailArmy8,1,9.75,11.47,-1,-1,OOPS
falls/BestFailsoftheWeek-WatchOutMarch2018_FailArmy8,9,11.47,12.88701,-1,-1,OOPS
falls/BestFailsoftheWeek1April2016_YouKnewThatWasGoingToHappenFailArmy21,9,0.0,4.331,-1,-1,OOPS
falls/BestFailsoftheWeek1April2016_YouKnewThatWasGoingToHappenFailArmy21,1,4.331,6.141,-1,-1,OOPS
falls/BestFailsoftheWeek1April2016_YouKnewThatWasGoingToHappenFailArmy21,2,6.141,8.719,-1,-1,OOPS
falls/BestFailsoftheWeek1April2016_YouKnewThatWasGoingToHappenFailArmy21,9,8.719,14.735,-1,-1,OOPS
falls/BestFailsoftheWeek1April2016_YouKnewThatWasGoingToHappenFailArmy21,1,14.735,16.782,-1,-1,OOPS
falls/BestFailsoftheWeek1April2016_YouKnewThatWasGoingToHappenFailArmy21,2,16.782,18.678,-1,-1,OOPS
falls/BestFailsoftheWeek1April2016_YouKnewThatWasGoingToHappenFailArmy25,0,0.0,1.919,-1,-1,OOPS
falls/BestFailsoftheWeek1April2016_YouKnewThatWasGoingToHappenFailArmy25,1,1.919,3.4034,-1,-1,OOPS
falls/BestFailsoftheWeek1April2016_YouKnewThatWasGoingToHappenFailArmy45,8,0.0,2.88,-1,-1,OOPS
falls/BestFailsoftheWeek1April2016_YouKnewThatWasGoingToHappenFailArmy45,1,2.88,4.201,-1,-1,OOPS
falls/BestFailsoftheWeek1April2016_YouKnewThatWasGoingToHappenFailArmy45,2,4.201,8.77544,-1,-1,OOPS
falls/BestFailsoftheWeek1June2016_FailArmy26,9,0.0,4.284,-1,-1,OOPS
falls/BestFailsoftheWeek1June2016_FailArmy26,1,4.284,7.198,-1,-1,OOPS
falls/BestFailsoftheWeek1June2016_FailArmy26,2,7.198,10.257,-1,-1,OOPS
falls/BestFailsoftheWeek1June2016_FailArmy26,7,10.257,12.63553,-1,-1,OOPS
falls/BestFailsoftheWeek1June2016_FailArmy41,9,0.0,4.148,-1,-1,OOPS
falls/BestFailsoftheWeek1June2016_FailArmy41,15,4.148,4.674,-1,-1,OOPS
falls/BestFailsoftheWeek1June2016_FailArmy41,9,4.674,4.944,-1,-1,OOPS
falls/BestFailsoftheWeek1June2016_FailArmy41,1,4.944,6.592,-1,-1,OOPS
falls/BestFailsoftheWeek1June2016_FailArmy41,2,6.592,7.212,-1,-1,OOPS
falls/BestFailsoftheWeek1June2016_FailArmy41,7,7.212,9.19601,-1,-1,OOPS
falls/BestFailsoftheWeek1June2016_FailArmy46,9,0.0,5.672,-1,-1,OOPS
falls/BestFailsoftheWeek1June2016_FailArmy46,1,5.672,9.984,-1,-1,OOPS
falls/BestFailsoftheWeek1June2016_FailArmy46,2,9.984,12.932,-1,-1,OOPS
falls/BestFailsoftheWeek1June2016_FailArmy46,9,12.932,16.87601,-1,-1,OOPS
falls/BestFailsoftheWeek1June2016_FailArmy5,15,0.0,0.439,-1,-1,OOPS
falls/BestFailsoftheWeek1June2016_FailArmy5,15,0.439,1.031,-1,-1,OOPS
falls/BestFailsoftheWeek1June2016_FailArmy5,15,1.031,1.791,-1,-1,OOPS
falls/BestFailsoftheWeek1June2016_FailArmy5,1,1.791,3.261,-1,-1,OOPS
falls/BestFailsoftheWeek1June2016_FailArmy5,9,3.261,7.23698,-1,-1,OOPS
falls/BestFailsoftheWeek1June2016_FailArmy6,8,0.0,5.214,-1,-1,OOPS
falls/BestFailsoftheWeek1June2016_FailArmy6,1,5.214,6.664,-1,-1,OOPS
falls/BestFailsoftheWeek1June2016_FailArmy6,2,6.664,7.029,-1,-1,OOPS
falls/BestFailsoftheWeek1June2016_FailArmy6,9,7.029,9.27399,-1,-1,OOPS
falls/BestFailsoftheWeek1March2016_WTFWasthatbyFailArmy4,9,0.0,6.966,-1,-1,OOPS
falls/BestFailsoftheWeek1May2016_ThatSquirrelJustAttackedMebyFailArmy29,9,0.0,4.338,-1,-1,OOPS
falls/BestFailsoftheWeek1May2016_ThatSquirrelJustAttackedMebyFailArmy29,1,4.338,5.299,-1,-1,OOPS
falls/BestFailsoftheWeek1May2016_ThatSquirrelJustAttackedMebyFailArmy29,2,5.299,7.08924,-1,-1,OOPS
falls/BestFailsoftheWeek1May2016_ThatSquirrelJustAttackedMebyFailArmy75,9,0.0,2.699,-1,-1,OOPS
falls/BestFailsoftheWeek1May2016_ThatSquirrelJustAttackedMebyFailArmy75,1,2.699,4.368,-1,-1,OOPS
falls/BestFailsoftheWeek1May2016_ThatSquirrelJustAttackedMebyFailArmy75,2,4.368,6.74,-1,-1,OOPS
falls/BestFailsoftheWeek2April2016_IKnewThatWasaBadIdeabyFailArmy0,0,0.0,2.069,-1,-1,OOPS
falls/BestFailsoftheWeek2April2016_IKnewThatWasaBadIdeabyFailArmy0,1,2.069,3.415,-1,-1,OOPS
falls/BestFailsoftheWeek2April2016_IKnewThatWasaBadIdeabyFailArmy0,2,3.415,4.552,-1,-1,OOPS
falls/BestFailsoftheWeek2April2016_IKnewThatWasaBadIdeabyFailArmy0,7,4.552,6.039,-1,-1,OOPS
falls/BestFailsoftheWeek2April2016_IKnewThatWasaBadIdeabyFailArmy0,0,6.039,8.08,-1,-1,OOPS
falls/BestFailsoftheWeek2April2016_IKnewThatWasaBadIdeabyFailArmy0,8,8.08,9.74399,-1,-1,OOPS
falls/BestFailsoftheWeek2April2016_IKnewThatWasaBadIdeabyFailArmy15,0,0.0,11.233,-1,-1,OOPS
falls/BestFailsoftheWeek2April2016_IKnewThatWasaBadIdeabyFailArmy16,9,0.0,0.542,-1,-1,OOPS
falls/BestFailsoftheWeek2April2016_IKnewThatWasaBadIdeabyFailArmy16,1,0.542,4.077,-1,-1,OOPS
falls/BestFailsoftheWeek2April2016_IKnewThatWasaBadIdeabyFailArmy16,2,4.077,5.48601,-1,-1,OOPS
falls/BestFailsoftheWeek2April2016_IKnewThatWasaBadIdeabyFailArmy24,1,0.0,1.665,-1,-1,OOPS
falls/BestFailsoftheWeek2April2016_IKnewThatWasaBadIdeabyFailArmy24,2,1.665,3.436,-1,-1,OOPS
falls/BestFailsoftheWeek2April2016_IKnewThatWasaBadIdeabyFailArmy24,7,3.436,4.21184,-1,-1,OOPS
falls/BestFailsoftheWeek2April2016_IKnewThatWasaBadIdeabyFailArmy27,9,0.0,2.495,-1,-1,OOPS
falls/BestFailsoftheWeek2April2016_IKnewThatWasaBadIdeabyFailArmy27,1,2.495,3.38,-1,-1,OOPS
falls/BestFailsoftheWeek2April2016_IKnewThatWasaBadIdeabyFailArmy27,9,3.38,4.117,-1,-1,OOPS
falls/BestFailsoftheWeek2April2016_IKnewThatWasaBadIdeabyFailArmy27,1,4.117,5.707,-1,-1,OOPS
falls/BestFailsoftheWeek2April2016_IKnewThatWasaBadIdeabyFailArmy27,7,5.707,7.86392,-1,-1,OOPS
falls/BestFailsoftheWeek2April2016_IKnewThatWasaBadIdeabyFailArmy37,8,0.0,1.788,-1,-1,OOPS
falls/BestFailsoftheWeek2April2016_IKnewThatWasaBadIdeabyFailArmy37,12,1.788,2.322,-1,-1,OOPS
falls/BestFailsoftheWeek2April2016_IKnewThatWasaBadIdeabyFailArmy37,15,2.322,3.243,-1,-1,OOPS
falls/BestFailsoftheWeek2April2016_IKnewThatWasaBadIdeabyFailArmy37,1,3.243,4.67056,-1,-1,OOPS
falls/BestFailsoftheWeek2February2016_FailArmy11,8,0.0,1.488,-1,-1,OOPS
falls/BestFailsoftheWeek2February2016_FailArmy11,0,1.488,4.13,-1,-1,OOPS
falls/BestFailsoftheWeek2February2016_FailArmy11,1,4.13,5.545,-1,-1,OOPS
falls/BestFailsoftheWeek2February2016_FailArmy11,2,5.545,6.419,-1,-1,OOPS
falls/BestFailsoftheWeek2February2016_FailArmy11,7,6.419,9.50951,-1,-1,OOPS
falls/BestFailsoftheWeek2February2016_FailArmy12,8,0.0,0.906,-1,-1,OOPS
falls/BestFailsoftheWeek2February2016_FailArmy12,15,0.906,1.641,-1,-1,OOPS
falls/BestFailsoftheWeek2February2016_FailArmy12,9,1.641,3.017,-1,-1,OOPS
falls/BestFailsoftheWeek2February2016_FailArmy12,1,3.017,3.879,-1,-1,OOPS
falls/BestFailsoftheWeek2February2016_FailArmy12,2,3.879,5.27194,-1,-1,OOPS
falls/BestFailsoftheWeek2February2016_FailArmy8,0,0.0,6.015,-1,-1,OOPS
falls/BestFailsoftheWeek2February2016_FailArmy8,8,6.015,9.047,-1,-1,OOPS
falls/BestFailsoftheWeek2February2016_FailArmy8,0,9.047,14.968,-1,-1,OOPS
falls/BestFailsoftheWeek2February2016_FailArmy8,8,14.968,17.54,-1,-1,OOPS
falls/BestFailsoftheWeek2February2016_FailArmy8,9,17.54,21.057,-1,-1,OOPS
falls/BestFailsoftheWeek2February2016_FailArmy8,0,21.057,25.052,-1,-1,OOPS
falls/BestFailsoftheWeek2February2016_FailArmy8,1,25.052,26.102,-1,-1,OOPS
falls/BestFailsoftheWeek2February2016_FailArmy8,7,26.102,28.47,-1,-1,OOPS
falls/BestFailsoftheWeek2February2016_FailArmy8,1,28.47,29.654,-1,-1,OOPS
falls/BestFailsoftheWeek2February2016_FailArmy8,7,29.654,33.711,-1,-1,OOPS
falls/BestFailsoftheWeek2February2016_FailArmy8,1,33.711,34.257,-1,-1,OOPS
falls/BestFailsoftheWeek2February2016_FailArmy8,7,34.257,35.235,-1,-1,OOPS
falls/BestFailsoftheWeek2March2016_IThinkWeGotWhatWereLookingForbyFailArmy49,8,0.0,15.439,-1,-1,OOPS
falls/BestFailsoftheWeek2March2016_IThinkWeGotWhatWereLookingForbyFailArmy5,9,0.0,1.648,-1,-1,OOPS
falls/BestFailsoftheWeek2March2016_IThinkWeGotWhatWereLookingForbyFailArmy5,1,1.648,3.177,-1,-1,OOPS
falls/BestFailsoftheWeek2March2016_IThinkWeGotWhatWereLookingForbyFailArmy5,2,3.177,3.518,-1,-1,OOPS
falls/BestFailsoftheWeek2March2016_IThinkWeGotWhatWereLookingForbyFailArmy5,7,3.518,5.14701,-1,-1,OOPS
falls/BestFailsoftheWeek2March2016_IThinkWeGotWhatWereLookingForbyFailArmy51,9,0.0,2.683,-1,-1,OOPS
falls/BestFailsoftheWeek2March2016_IThinkWeGotWhatWereLookingForbyFailArmy51,15,2.683,3.155,-1,-1,OOPS
falls/BestFailsoftheWeek2March2016_IThinkWeGotWhatWereLookingForbyFailArmy51,9,3.155,7.302,-1,-1,OOPS
falls/BestFailsoftheWeek2March2016_IThinkWeGotWhatWereLookingForbyFailArmy51,1,7.302,8.093,-1,-1,OOPS
falls/BestFailsoftheWeek2March2016_IThinkWeGotWhatWereLookingForbyFailArmy51,2,8.093,9.97664,-1,-1,OOPS
falls/BestFailsoftheWeek2March2016_IThinkWeGotWhatWereLookingForbyFailArmy52,8,0.0,4.456,-1,-1,OOPS
falls/BestFailsoftheWeek2March2016_IThinkWeGotWhatWereLookingForbyFailArmy52,1,4.456,5.77399,-1,-1,OOPS
falls/BestFailsoftheWeek2March2016_IThinkWeGotWhatWereLookingForbyFailArmy7,8,0.0,1.844,-1,-1,OOPS
falls/BestFailsoftheWeek2March2016_IThinkWeGotWhatWereLookingForbyFailArmy7,9,1.844,2.673,-1,-1,OOPS
falls/BestFailsoftheWeek2March2016_IThinkWeGotWhatWereLookingForbyFailArmy7,8,2.673,3.769,-1,-1,OOPS
falls/BestFailsoftheWeek2March2016_IThinkWeGotWhatWereLookingForbyFailArmy7,1,3.769,4.97164,-1,-1,OOPS
falls/BestFailsoftheWeek2March2016_IThinkWeGotWhatWereLookingForbyFailArmy8,9,0.0,0.619,-1,-1,OOPS
falls/BestFailsoftheWeek2March2016_IThinkWeGotWhatWereLookingForbyFailArmy8,8,0.619,12.663,-1,-1,OOPS
falls/BestFailsoftheWeek2March2016_IThinkWeGotWhatWereLookingForbyFailArmy8,1,12.663,13.538,-1,-1,OOPS
falls/BestFailsoftheWeek2March2016_IThinkWeGotWhatWereLookingForbyFailArmy8,9,13.538,17.343,-1,-1,OOPS
falls/BestFailsoftheWeek2March2016_IThinkWeGotWhatWereLookingForbyFailArmy8,7,17.343,18.479,-1,-1,OOPS
falls/BestFailsoftheWeek2March2016_IThinkWeGotWhatWereLookingForbyFailArmy8,15,18.479,18.925,-1,-1,OOPS
falls/BestFailsoftheWeek2March2016_IThinkWeGotWhatWereLookingForbyFailArmy8,4,18.925,24.05587,-1,-1,OOPS
falls/BestFailsoftheWeek2May2016_FailArmyThatWasAnEpicFailSam13,9,0.0,5.917,-1,-1,OOPS
falls/BestFailsoftheWeek2May2016_FailArmyThatWasAnEpicFailSam13,1,5.917,6.76,-1,-1,OOPS
falls/BestFailsoftheWeek2May2016_FailArmyThatWasAnEpicFailSam13,2,6.76,8.9658,-1,-1,OOPS
falls/BestFailsoftheWeek2May2016_FailArmyThatWasAnEpicFailSam6,9,0.0,11.32,-1,-1,OOPS
falls/BestFailsoftheWeek2May2016_FailArmyThatWasAnEpicFailSam6,9,11.32,13.335,-1,-1,OOPS
falls/BestFailsoftheWeek2May2016_FailArmyThatWasAnEpicFailSam6,1,13.335,14.616,-1,-1,OOPS
falls/BestFailsoftheWeek2May2016_FailArmyThatWasAnEpicFailSam6,2,14.616,15.542,-1,-1,OOPS
falls/BestFailsoftheWeek2May2016_FailArmyThatWasAnEpicFailSam6,7,15.542,17.725,-1,-1,OOPS
falls/BestFailsoftheWeek2May2016_FailArmyThatWasAnEpicFailSam6,0,17.725,19.922,-1,-1,OOPS
falls/BestFailsoftheWeek2May2016_FailArmyThatWasAnEpicFailSam73,9,0.0,4.386,-1,-1,OOPS
falls/BestFailsoftheWeek2May2016_FailArmyThatWasAnEpicFailSam73,1,4.386,5.586,-1,-1,OOPS
falls/BestFailsoftheWeek2May2016_FailArmyThatWasAnEpicFailSam73,2,5.586,7.92327,-1,-1,OOPS
falls/BestFailsoftheWeek2May2016_FailArmyThatWasAnEpicFailSam74,15,0.0,0.673,-1,-1,OOPS
falls/BestFailsoftheWeek2May2016_FailArmyThatWasAnEpicFailSam74,15,0.673,1.285,-1,-1,OOPS
falls/BestFailsoftheWeek2May2016_FailArmyThatWasAnEpicFailSam74,1,1.285,2.405,-1,-1,OOPS
falls/BestFailsoftheWeek2May2016_FailArmyThatWasAnEpicFailSam74,2,2.405,5.178,-1,-1,OOPS
falls/BestFailsoftheWeek2May2016_FailArmyThatWasAnEpicFailSam79,9,0.0,1.002,-1,-1,OOPS
falls/BestFailsoftheWeek2May2016_FailArmyThatWasAnEpicFailSam79,15,1.002,1.371,-1,-1,OOPS
falls/BestFailsoftheWeek2May2016_FailArmyThatWasAnEpicFailSam79,1,1.371,2.568,-1,-1,OOPS
falls/BestFailsoftheWeek2May2016_FailArmyThatWasAnEpicFailSam79,2,2.568,4.85984,-1,-1,OOPS
falls/BestFailsoftheWeek3April2016_FailArmy13,8,0.0,4.34,-1,-1,OOPS
falls/BestFailsoftheWeek3April2016_FailArmy13,9,4.34,6.84017,-1,-1,OOPS
falls/BestFailsoftheWeek3April2016_FailArmy21,4,0.0,4.685,-1,-1,OOPS
falls/BestFailsoftheWeek3April2016_FailArmy21,7,4.685,5.531,-1,-1,OOPS
falls/BestFailsoftheWeek3April2016_FailArmy21,8,5.531,6.549,-1,-1,OOPS
falls/BestFailsoftheWeek3April2016_FailArmy21,0,6.549,6.949,-1,-1,OOPS
falls/BestFailsoftheWeek3April2016_FailArmy25,9,0.0,2.777,-1,-1,OOPS
falls/BestFailsoftheWeek3April2016_FailArmy25,1,2.777,4.07601,-1,-1,OOPS
falls/BestFailsoftheWeek3April2016_FailArmy32,8,0.0,4.156,-1,-1,OOPS
falls/BestFailsoftheWeek3April2016_FailArmy32,9,4.156,5.26,-1,-1,OOPS
falls/BestFailsoftheWeek3April2016_FailArmy32,1,5.26,6.992,-1,-1,OOPS
falls/BestFailsoftheWeek3April2016_FailArmy32,2,6.992,8.808,-1,-1,OOPS
falls/BestFailsoftheWeek3April2016_FailArmy32,7,8.808,15.09984,-1,-1,OOPS
falls/BestFailsoftheWeek3April2016_FailArmy52,9,0.0,5.593,-1,-1,OOPS
falls/BestFailsoftheWeek3April2016_FailArmy52,1,5.593,7.754,-1,-1,OOPS
falls/BestFailsoftheWeek3April2016_FailArmy52,2,7.754,9.799,-1,-1,OOPS
falls/BestFailsoftheWeek3April2016_FailArmy7,9,0.0,1.915,-1,-1,OOPS
falls/BestFailsoftheWeek3April2016_FailArmy7,1,1.915,3.364,-1,-1,OOPS
falls/BestFailsoftheWeek3April2016_FailArmy7,7,3.364,5.03837,-1,-1,OOPS
falls/BestFailsoftheWeek3February2016_ImOK_WheresmyJetskiFailArmy0,11,0.0,6.242,-1,-1,OOPS
falls/BestFailsoftheWeek3February2016_ImOK_WheresmyJetskiFailArmy0,1,6.242,7.692,-1,-1,OOPS
falls/BestFailsoftheWeek3February2016_ImOK_WheresmyJetskiFailArmy0,9,7.692,9.927,-1,-1,OOPS
falls/BestFailsoftheWeek3February2016_ImOK_WheresmyJetskiFailArmy20,9,0.0,3.248,-1,-1,OOPS
falls/BestFailsoftheWeek3February2016_ImOK_WheresmyJetskiFailArmy20,15,3.248,3.557,-1,-1,OOPS
falls/BestFailsoftheWeek3February2016_ImOK_WheresmyJetskiFailArmy20,1,3.557,4.582,-1,-1,OOPS
falls/BestFailsoftheWeek3February2016_ImOK_WheresmyJetskiFailArmy20,2,4.582,5.003,-1,-1,OOPS
falls/BestFailsoftheWeek3February2016_ImOK_WheresmyJetskiFailArmy20,5,5.003,5.806,-1,-1,OOPS
falls/BestFailsoftheWeek3February2016_ImOK_WheresmyJetskiFailArmy21,9,0.0,4.06,-1,-1,OOPS
falls/BestFailsoftheWeek3February2016_ImOK_WheresmyJetskiFailArmy21,1,4.06,5.01601,-1,-1,OOPS
falls/BestFailsoftheWeek3February2016_ImOK_WheresmyJetskiFailArmy37,9,0.0,2.969,-1,-1,OOPS
falls/BestFailsoftheWeek3February2016_ImOK_WheresmyJetskiFailArmy37,1,2.969,5.691,-1,-1,OOPS
falls/BestFailsoftheWeek3February2016_ImOK_WheresmyJetskiFailArmy37,9,5.691,7.748,-1,-1,OOPS
falls/BestFailsoftheWeek3February2016_ImOK_WheresmyJetskiFailArmy37,7,7.748,8.634,-1,-1,OOPS
falls/BestFailsoftheWeek3February2016_ImOK_WheresmyJetskiFailArmy37,8,8.634,13.313,-1,-1,OOPS
falls/BestFailsoftheWeek3February2016_ImOK_WheresmyJetskiFailArmy45,9,0.0,7.393,-1,-1,OOPS
falls/BestFailsoftheWeek3February2016_ImOK_WheresmyJetskiFailArmy46,9,0.0,5.312,-1,-1,OOPS
falls/BestFailsoftheWeek3February2016_ImOK_WheresmyJetskiFailArmy46,1,5.312,6.766,-1,-1,OOPS
falls/BestFailsoftheWeek3February2016_ImOK_WheresmyJetskiFailArmy46,2,6.766,13.31331,-1,-1,OOPS
falls/BestFailsoftheWeek3February2016_ImOK_WheresmyJetskiFailArmy5,9,0.0,5.174,-1,-1,OOPS
falls/BestFailsoftheWeek3February2016_ImOK_WheresmyJetskiFailArmy5,1,5.174,6.202,-1,-1,OOPS
falls/BestFailsoftheWeek3February2016_ImOK_WheresmyJetskiFailArmy5,2,6.202,9.92701,-1,-1,OOPS
falls/BestFailsoftheWeek3February2016_ImOK_WheresmyJetskiFailArmy7,9,0.0,1.021,-1,-1,OOPS
falls/BestFailsoftheWeek3February2016_ImOK_WheresmyJetskiFailArmy7,9,1.021,3.64,-1,-1,OOPS
falls/BestFailsoftheWeek3February2016_ImOK_WheresmyJetskiFailArmy7,1,3.64,5.483,-1,-1,OOPS
falls/BestFailsoftheWeek3February2016_ImOK_WheresmyJetskiFailArmy7,2,5.483,7.825,-1,-1,OOPS
falls/BestFailsoftheWeek3March2016_YouAreAnEpicFailbyFailArmy24,9,0.0,2.289,-1,-1,OOPS
falls/BestFailsoftheWeek3March2016_YouAreAnEpicFailbyFailArmy24,1,2.289,3.478,-1,-1,OOPS
falls/BestFailsoftheWeek3March2016_YouAreAnEpicFailbyFailArmy24,9,3.478,4.104,-1,-1,OOPS
falls/BestFailsoftheWeek3May2016_FailArmy19,9,0.0,0.714,-1,-1,OOPS
falls/BestFailsoftheWeek3May2016_FailArmy19,8,0.714,3.104,-1,-1,OOPS
falls/BestFailsoftheWeek3May2016_FailArmy19,0,3.104,5.482,-1,-1,OOPS
falls/BestFailsoftheWeek3May2016_FailArmy19,8,5.482,6.953,-1,-1,OOPS
falls/BestFailsoftheWeek3May2016_FailArmy19,0,6.953,8.966,-1,-1,OOPS
falls/BestFailsoftheWeek3May2016_FailArmy20,9,0.0,7.261,-1,-1,OOPS
falls/BestFailsoftheWeek3May2016_FailArmy20,1,7.261,8.513,-1,-1,OOPS
falls/BestFailsoftheWeek3May2016_FailArmy20,9,8.513,9.241,-1,-1,OOPS
falls/BestFailsoftheWeek3May2016_FailArmy32,8,0.0,3.822,-1,-1,OOPS
falls/BestFailsoftheWeek3May2016_FailArmy32,0,3.822,5.255,-1,-1,OOPS
falls/BestFailsoftheWeek3May2016_FailArmy32,8,5.255,6.177,-1,-1,OOPS
falls/BestFailsoftheWeek3May2016_FailArmy32,0,6.177,6.941,-1,-1,OOPS
falls/BestFailsoftheWeek3May2016_FailArmy32,12,6.941,7.67306,-1,-1,OOPS
falls/BestFailsoftheWeek3May2016_FailArmy53,9,0.0,0.849,-1,-1,OOPS
falls/BestFailsoftheWeek3May2016_FailArmy53,8,0.849,1.749,-1,-1,OOPS
falls/BestFailsoftheWeek3May2016_FailArmy53,9,1.749,3.727,-1,-1,OOPS
falls/BestFailsoftheWeek3May2016_FailArmy53,8,3.727,6.636,-1,-1,OOPS
falls/BestFailsoftheWeek3May2016_FailArmy70,4,0.0,6.223,-1,-1,OOPS
falls/BestFailsoftheWeek3May2016_FailArmy83,9,0.0,1.692,-1,-1,OOPS
falls/BestFailsoftheWeek3May2016_FailArmy83,1,1.692,4.259,-1,-1,OOPS
falls/BestFailsoftheWeek3May2016_FailArmy83,2,4.259,5.58799,-1,-1,OOPS
falls/BestFailsoftheWeek3May2016_FailArmy87,9,0.0,4.389,-1,-1,OOPS
falls/BestFailsoftheWeek3May2016_FailArmy87,1,4.389,6.1,-1,-1,OOPS
falls/BestFailsoftheWeek3May2016_FailArmy87,2,6.1,8.909,-1,-1,OOPS
falls/BestFailsoftheWeek3May2016_FailArmy88,8,0.0,3.031,-1,-1,OOPS
falls/BestFailsoftheWeek3May2016_FailArmy88,9,3.031,3.882,-1,-1,OOPS
falls/BestFailsoftheWeek3May2016_FailArmy88,1,3.882,4.712,-1,-1,OOPS
falls/BestFailsoftheWeek4March2016_NotTodayFailArmy27,8,0.0,0.507,-1,-1,OOPS
falls/BestFailsoftheWeek4March2016_NotTodayFailArmy27,12,0.507,1.771,-1,-1,OOPS
falls/BestFailsoftheWeek4March2016_NotTodayFailArmy27,7,1.771,2.819,-1,-1,OOPS
falls/BestFailsoftheWeek4March2016_NotTodayFailArmy27,8,2.819,5.131,-1,-1,OOPS
falls/BestFailsoftheYear-Part12018_FailArmy41,8,0.0,2.667,-1,-1,OOPS
falls/BestFailsoftheYear-Part12018_FailArmy41,0,2.667,3.384,-1,-1,OOPS
falls/BestFailsoftheYear-Part12018_FailArmy41,9,3.384,6.64,-1,-1,OOPS
falls/BestFailsoftheYear-Part12018_FailArmy41,1,6.64,8.254,-1,-1,OOPS
falls/BestFailsoftheYear-Part12018_FailArmy41,8,8.254,9.277,-1,-1,OOPS
falls/BestFailsoftheYear-Part12018_FailArmy41,7,9.277,10.938,-1,-1,OOPS
falls/BestFailsoftheYear-Part12018_FailArmy41,8,10.938,11.379,-1,-1,OOPS
falls/BestFailsoftheYear-Part12018_FailArmy41,1,11.379,13.382,-1,-1,OOPS
falls/BestFailsoftheYear-Part12018_FailArmy41,2,13.382,15.915,-1,-1,OOPS
falls/BestFailsoftheYear-Part12018_FailArmy41,7,15.915,17.751,-1,-1,OOPS
falls/BestFailsoftheYear-Part12018_FailArmy48,9,0.0,5.272,-1,-1,OOPS
falls/BestFailsoftheYear-Part12018_FailArmy48,0,5.272,9.467,-1,-1,OOPS
falls/BestFailsoftheYear-Part12018_FailArmy48,1,9.467,11.813,-1,-1,OOPS
falls/BestFailsoftheYear-Part12018_FailArmy48,2,11.813,12.579,-1,-1,OOPS
falls/BestFailsoftheYear-Part12018_FailArmy6,9,0.0,3.604,-1,-1,OOPS
falls/BestFailsoftheYear-Part12018_FailArmy6,1,3.604,5.656,-1,-1,OOPS
falls/BestFailsoftheYear-Part12018_FailArmy6,2,5.656,5.97264,-1,-1,OOPS
falls/BestFailsoftheYear-Part12018_FailArmy8,9,0.0,14.029,-1,-1,OOPS
falls/BestFailsoftheYear-Part22018_FailArmy10,9,0.0,4.69,-1,-1,OOPS
falls/BestFailsoftheYear-Part22018_FailArmy10,1,4.69,6.397,-1,-1,OOPS
falls/BestFailsoftheYear-Part22018_FailArmy10,2,6.397,8.954,-1,-1,OOPS
falls/BestFailsoftheYear-Part22018_FailArmy10,7,8.954,10.95982,-1,-1,OOPS
falls/BestFailsoftheYear-Part22018_FailArmy14,9,0.0,3.774,-1,-1,OOPS
falls/BestFailsoftheYear-Part22018_FailArmy14,1,3.774,5.622,-1,-1,OOPS
falls/BestFailsoftheYear-Part22018_FailArmy14,2,5.622,9.102,-1,-1,OOPS
falls/BestFailsoftheYear-Part22018_FailArmy22,8,0.0,5.914,-1,-1,OOPS
falls/BestFailsoftheYear-Part22018_FailArmy22,1,5.914,7.924,-1,-1,OOPS
falls/BestFailsoftheYear-Part22018_FailArmy22,2,7.924,12.35299,-1,-1,OOPS
falls/BestFailsoftheYear-Part22018_FailArmy41,9,0.0,4.094,-1,-1,OOPS
falls/BestFailsoftheYear-Part22018_FailArmy41,0,4.094,5.625,-1,-1,OOPS
falls/BestFailsoftheYear-Part22018_FailArmy41,1,5.625,7.86392,-1,-1,OOPS
falls/BestFailsoftheYear-Part22018_FailArmy51,9,0.0,2.025,-1,-1,OOPS
falls/BestFailsoftheYear-Part22018_FailArmy51,0,2.025,4.138,-1,-1,OOPS
falls/BestFailsoftheYear-Part22018_FailArmy51,1,4.138,5.891,-1,-1,OOPS
falls/BestFailsoftheYear-Part22018_FailArmy51,2,5.891,8.88199,-1,-1,OOPS
falls/BestFailsoftheYear-Part22018_FailArmy52,9,0.0,2.043,-1,-1,OOPS
falls/BestFailsoftheYear-Part22018_FailArmy52,1,2.043,3.768,-1,-1,OOPS
falls/BestFailsoftheYear-Part22018_FailArmy52,2,3.768,9.17584,-1,-1,OOPS
falls/BestFailsoftheYear2016SoFar_FailArmyFailCompilation16,9,0.0,14.451,-1,-1,OOPS
falls/BestFailsoftheYear2016SoFar_FailArmyFailCompilation16,15,14.451,14.767,-1,-1,OOPS
falls/BestFailsoftheYear2016SoFar_FailArmyFailCompilation16,1,14.767,16.171,-1,-1,OOPS
falls/BestFailsoftheYear2016SoFar_FailArmyFailCompilation16,9,16.171,20.392,-1,-1,OOPS
falls/BestFailsoftheYear2016SoFar_FailArmyFailCompilation20,4,0.0,2.045,-1,-1,OOPS
falls/BestFailsoftheYear2016SoFar_FailArmyFailCompilation20,1,2.045,4.08,-1,-1,OOPS
falls/BestFailsoftheYear2016SoFar_FailArmyFailCompilation20,2,4.08,7.923,-1,-1,OOPS
